"enrol_id","foe_code","eftsl","student_contribution","commonwealth_contribution","tuition_amount","enrol_unit"
"82038","020100","0.375","3355.50","5593.13","8948.63",3
"82039","080301","0.125","2040.38","154.50","2194.88",1
"82040","030701","0.125","1118.50","2286.50","3405.00",1
"82041","030701","7.875","70465.50","144049.50","214515.00",63
"82042","030701","3.500","31318.00","64022.00","95340.00",28
"82043","039999","0.750","6711.00","13719.00","20430.00",6
"82044","091505","0.125","555.63","2286.50","2842.13",1
"82045","039999","1.125","10066.50","20578.50","30645.00",9
"82046","030913","0.250","2237.00","4573.00","6810.00",2
"82047","019999","0.500","4474.00","9146.00","13620.00",4
"82048","039900","14.250","127509.00","260661.00","388170.00",114
"82049","030300","13.875","124153.50","253801.50","377955.00",111
"82050","010101","0.250","1111.25","3728.75","4840.00",2
"82051","010301","0.125","1118.50","2286.50","3405.00",1
"82052","091523","0.125","555.63","1864.38","2420.00",1
"82053","010103","3.625","16113.13","54066.88","70180.00",29
"82054","010301","0.250","2237.00","4573.00","6810.00",2
"82055","030911","3.625","32436.50","66308.50","98745.00",29
"82056","030303","1.000","8948.00","18292.00","27240.00",8
"82057","039999","10.250","91717.00","187493.00","279210.00",82
"82058","030911","0.250","2237.00","4573.00","6810.00",2
"82059","010101","28.250","125571.25","421348.75","546920.00",226
"82060","010901","0.125","1118.50","2286.50","3405.00",1
"82061","010913","0.250","2237.00","4573.00","6810.00",2
"82062","091500","4.625","20558.13","68981.88","89540.00",37
"82063","100701","0.125","2040.38","154.50","2194.88",1
"82064","100101","0.125","1118.50","1864.38","2982.88",1
"82065","010500","8.125","72702.50","148622.50","221325.00",65
"82066","091523","0.125","555.63","1864.38","2420.00",1
"82067","039999","0.500","4474.00","9146.00","13620.00",4
"82068","091505","0.625","2778.13","11432.50","14210.63",5
"82069","039999","0.125","1118.50","2286.50","3405.00",1
"82070","091503","0.125","555.63","2286.50","2842.13",1
"82071","030303","0.625","5592.50","11432.50","17025.00",5
"82072","100101","0.500","4474.00","7457.50","11931.50",4
"82073","039999","32.000","286336.00","585344.00","871680.00",256
"82074","030903","14.250","127509.00","260661.00","388170.00",114
"82075","039900","0.125","1118.50","2286.50","3405.00",1
"82076","020119","1.875","16777.50","27965.63","44743.13",15
"82077","029901","1.125","10066.50","16779.38","26845.88",9
"82078","091513","0.125","555.63","2286.50","2842.13",1
"82079","030701","0.375","3355.50","6859.50","10215.00",3
"82080","100700","0.250","4080.75","309.00","4389.75",2
"82081","020199","2.250","20133.00","33558.75","53691.75",18
"82082","080101","0.875","14282.63","1081.50","15364.13",7
"82083","091515","0.125","555.63","2286.50","2842.13",1
"82084","091515","0.125","555.63","2286.50","2842.13",1
"82085","010500","8.750","78295.00","160055.00","238350.00",70
"82086","020103","0.625","5592.50","9321.88","14914.38",5
"82087","039999","0.125","1118.50","2286.50","3405.00",1
"82088","010101","0.125","555.63","1864.38","2420.00",1
"82089","010199","1.000","4445.00","14915.00","19360.00",8
"82090","091701","0.125","2040.38","154.50","2194.88",1
"82091","039999","4.375","39147.50","80027.50","119175.00",35
"82092","030303","0.750","6711.00","13719.00","20430.00",6
"82093","091901","0.375","6121.13","463.50","6584.63",3
"82094","080315","0.375","6121.13","463.50","6584.63",3
"82095","019999","0.125","1118.50","2286.50","3405.00",1
"82096","061300","0.250","2237.00","3728.75","5965.75",2
"82097","061399","0.125","1118.50","1864.38","2982.88",1
"82098","099903","0.125","2040.38","154.50","2194.88",1
"82099","010103","5.875","26114.38","87625.63","113740.00",47
"82100","091515","0.125","555.63","2286.50","2842.13",1
"82101","091515","0.250","1111.25","4573.00","5684.25",2
"82102","091901","1.500","24484.50","1854.00","26338.50",12
"82103","039999","1.875","16777.50","34297.50","51075.00",15
"82104","091513","0.125","555.63","2286.50","2842.13",1
"82105","100101","0.250","2237.00","3728.75","5965.75",2
"82106","100101","0.125","1118.50","1864.38","2982.88",1
"82107","010101","10.875","48339.38","162200.63","210540.00",87
"82108","090101","0.125","2040.38","154.50","2194.88",1
"82109","010901","0.125","1118.50","2286.50","3405.00",1
"82110","030303","0.375","3355.50","6859.50","10215.00",3
"82111","080101","0.125","2040.38","154.50","2194.88",1
"82112","090911","0.125","2040.38","154.50","2194.88",1
"82113","080307","1.875","30605.63","2317.50","32923.13",15
"82114","081101","0.125","2040.38","154.50","2194.88",1
"82115","081101","0.125","2040.38","154.50","2194.88",1
"82116","081101","0.125","2040.38","154.50","2194.88",1
"82117","010101","41.000","182245.00","611515.00","793760.00",328
"82118","010101","38.375","170576.88","572363.13","742940.00",307
"82119","080315","1.625","26524.88","2008.50","28533.38",13
"82120","030701","11.625","104020.50","212644.50","316665.00",93
"82121","030701","2.375","21251.50","43443.50","64695.00",19
"82122","100101","0.250","2237.00","3728.75","5965.75",2
"82123","100101","0.125","1118.50","1864.38","2982.88",1
"82124","100101","1.625","14540.50","24236.88","38777.38",13
"82125","010301","35.250","315417.00","644793.00","960210.00",282
"82126","010301","0.125","1118.50","2286.50","3405.00",1
"82127","080505","1.875","30605.63","2317.50","32923.13",15
"82128","081101","0.125","2040.38","154.50","2194.88",1
"82129","039900","1.000","8948.00","18292.00","27240.00",8
"82130","080101","0.125","2040.38","154.50","2194.88",1
"82131","039999","1.875","16777.50","34297.50","51075.00",15
"82132","030999","6.125","54806.50","112038.50","166845.00",49
"82133","030305","4.625","41384.50","84600.50","125985.00",37
"82134","091701","0.250","4080.75","309.00","4389.75",2
"82135","091901","0.375","6121.13","463.50","6584.63",3
"82136","029901","5.500","49214.00","82032.50","131246.50",44
"82137","020199","1.750","15659.00","26101.25","41760.25",14
"82138","020119","0.875","7829.50","13050.63","20880.13",7
"82139","100101","0.125","1118.50","1864.38","2982.88",1
"82140","080309","0.125","2040.38","154.50","2194.88",1
"82141","080307","0.375","6121.13","463.50","6584.63",3
"82142","030701","0.500","4474.00","9146.00","13620.00",4
"82143","010999","0.125","1118.50","2286.50","3405.00",1
"82144","010303","0.250","2237.00","4573.00","6810.00",2
"82145","010913","0.375","3355.50","6859.50","10215.00",3
"82146","091503","0.125","555.63","2286.50","2842.13",1
"82147","030911","1.875","16777.50","34297.50","51075.00",15
"82148","030903","1.875","16777.50","34297.50","51075.00",15
"82149","030903","0.250","2237.00","4573.00","6810.00",2
"82150","090307","0.125","2040.38","154.50","2194.88",1
"82151","039999","2.625","23488.50","48016.50","71505.00",21
"82152","030900","3.750","33555.00","68595.00","102150.00",30
"82153","031301","0.875","7829.50","16005.50","23835.00",7
"82154","031300","0.625","5592.50","11432.50","17025.00",5
"82155","091515","0.125","555.63","2286.50","2842.13",1
"82156","020100","0.250","2237.00","3728.75","5965.75",2
"82157","031305","9.375","83887.50","171487.50","255375.00",75
"82158","031303","4.125","36910.50","75454.50","112365.00",33
"82159","039903","1.250","11185.00","22865.00","34050.00",10
"82160","030301","4.250","38029.00","77741.00","115770.00",34
"82161","030301","0.125","1118.50","2286.50","3405.00",1
"82162","039999","1.000","8948.00","18292.00","27240.00",8
"82163","039903","0.250","2237.00","4573.00","6810.00",2
"82164","039903","0.375","3355.50","6859.50","10215.00",3
"82165","010711","1.875","16777.50","34297.50","51075.00",15
"82166","039901","1.125","10066.50","20578.50","30645.00",9
"82167","100700","0.500","8161.50","618.00","8779.50",4
"82168","100700","0.250","4080.75","309.00","4389.75",2
"82169","031301","3.875","34673.50","70881.50","105555.00",31
"82170","031301","1.500","13422.00","27438.00","40860.00",12
"82171","031303","0.125","1118.50","2286.50","3405.00",1
"82172","030701","5.125","45858.50","93746.50","139605.00",41
"82173","030301","7.250","64873.00","132617.00","197490.00",58
"82174","030300","0.375","3355.50","6859.50","10215.00",3
"82175","030301","1.125","10066.50","20578.50","30645.00",9
"82176","030301","0.625","5592.50","11432.50","17025.00",5
"82177","030301","3.000","26844.00","54876.00","81720.00",24
"82178","030301","0.875","7829.50","16005.50","23835.00",7
"82179","030301","0.750","6711.00","13719.00","20430.00",6
"82180","030301","1.250","11185.00","22865.00","34050.00",10
"82181","030701","0.625","5592.50","11432.50","17025.00",5
"82182","030305","0.625","5592.50","11432.50","17025.00",5
"82183","030911","0.125","1118.50","2286.50","3405.00",1
"82184","031305","0.250","2237.00","4573.00","6810.00",2
"82185","039901","0.875","7829.50","16005.50","23835.00",7
"82186","030301","5.625","50332.50","102892.50","153225.00",45
"82187","030301","4.375","39147.50","80027.50","119175.00",35
"82188","030301","1.125","10066.50","20578.50","30645.00",9
"82189","030301","0.500","4474.00","9146.00","13620.00",4
"82190","039903","1.750","15659.00","32011.00","47670.00",14
"82191","090313","0.125","2040.38","154.50","2194.88",1
"82192","090313","0.125","2040.38","154.50","2194.88",1
"82193","039901","1.250","11185.00","22865.00","34050.00",10
"82194","039901","1.000","8948.00","18292.00","27240.00",8
"82195","039901","0.875","7829.50","16005.50","23835.00",7
"82196","091503","0.125","555.63","2286.50","2842.13",1
"82197","030701","1.500","13422.00","27438.00","40860.00",12
"82198","031303","21.000","187908.00","384132.00","572040.00",168
"82199","030903","0.250","2237.00","4573.00","6810.00",2
"82200","030999","0.125","1118.50","2286.50","3405.00",1
"82201","030799","4.875","43621.50","89173.50","132795.00",39
"82202","091515","0.250","1111.25","4573.00","5684.25",2
"82203","091515","0.125","555.63","2286.50","2842.13",1
"82204","030900","2.500","22370.00","45730.00","68100.00",20
"82205","031305","12.750","114087.00","233223.00","347310.00",102
"82206","031307","1.875","16777.50","34297.50","51075.00",15
"82207","031301","2.250","20133.00","41157.00","61290.00",18
"82208","090303","0.125","2040.38","154.50","2194.88",1
"82209","020103","10.625","95072.50","158471.88","253544.38",85
"82210","020100","3.375","30199.50","50338.13","80537.63",27
"82211","020113","0.625","5592.50","9321.88","14914.38",5
"82212","030907","0.500","4474.00","9146.00","13620.00",4
"82213","010301","0.125","1118.50","2286.50","3405.00",1
"82214","010913","1.625","14540.50","29724.50","44265.00",13
"82215","091515","0.125","555.63","2286.50","2842.13",1
"82216","091515","0.125","555.63","2286.50","2842.13",1
"82217","091701","0.500","8161.50","618.00","8779.50",4
"82218","060101","2.875","36570.00","87385.63","123955.63",23
"82219","010101","0.750","3333.75","11186.25","14520.00",6
"82220","091505","0.125","555.63","2286.50","2842.13",1
"82221","091505","0.125","555.63","2286.50","2842.13",1
"82222","010301","11.250","100665.00","205785.00","306450.00",90
"82223","019907","0.250","2237.00","4573.00","6810.00",2
"82224","091701","0.125","2040.38","154.50","2194.88",1
"82225","030301","1.125","10066.50","20578.50","30645.00",9
"82226","031305","1.000","8948.00","18292.00","27240.00",8
"82227","030900","0.125","1118.50","2286.50","3405.00",1
"82228","039901","0.625","5592.50","11432.50","17025.00",5
"82229","091503","0.500","2222.50","9146.00","11368.50",4
"82230","091515","0.125","555.63","2286.50","2842.13",1
"82231","091515","0.125","555.63","2286.50","2842.13",1
"82232","030900","0.375","3355.50","6859.50","10215.00",3
"82233","031301","6.625","59280.50","121184.50","180465.00",53
"82234","031303","3.500","31318.00","64022.00","95340.00",28
"82235","031301","1.625","14540.50","29724.50","44265.00",13
"82236","019903","0.625","5592.50","11432.50","17025.00",5
"82237","020103","0.250","2237.00","3728.75","5965.75",2
"82238","020100","0.250","2237.00","3728.75","5965.75",2
"82239","020305","1.750","15659.00","26101.25","41760.25",14
"82240","030701","3.500","31318.00","64022.00","95340.00",28
"82241","010101","0.125","555.63","1864.38","2420.00",1
"82242","010103","0.250","1111.25","3728.75","4840.00",2
"82243","091515","0.375","1666.88","6859.50","8526.38",3
"82244","020100","33.125","296402.50","494059.38","790461.88",265
"82245","050900","0.750","6711.00","13719.00","20430.00",6
"82246","090901","0.125","2040.38","154.50","2194.88",1
"82247","030301","4.125","36910.50","75454.50","112365.00",33
"82248","020113","1.375","12303.50","20508.13","32811.63",11
"82249","080101","0.125","2040.38","154.50","2194.88",1
"82250","030909","2.000","17896.00","36584.00","54480.00",16
"82251","030903","0.875","7829.50","16005.50","23835.00",7
"82252","020103","2.875","25725.50","42880.63","68606.13",23
"82253","030301","0.125","1118.50","2286.50","3405.00",1
"82254","030911","7.375","65991.50","134903.50","200895.00",59
"82255","010101","7.625","33893.13","113726.88","147620.00",61
"82256","031301","5.000","44740.00","91460.00","136200.00",40
"82257","010999","0.125","1118.50","2286.50","3405.00",1
"82258","091505","0.500","2222.50","9146.00","11368.50",4
"82259","099999","0.500","8161.50","618.00","8779.50",4
"82260","030701","26.500","237122.00","484738.00","721860.00",212
"82261","030903","3.500","31318.00","64022.00","95340.00",28
"82262","020113","0.750","6711.00","11186.25","17897.25",6
"82263","020103","6.125","54806.50","91354.38","146160.88",49
"82264","080505","0.625","10201.88","772.50","10974.38",5
"82265","090313","0.250","4080.75","309.00","4389.75",2
"82266","091503","0.500","2222.50","9146.00","11368.50",4
"82267","090999","0.625","10201.88","772.50","10974.38",5
"82268","091701","0.125","2040.38","154.50","2194.88",1
"82269","081101","1.625","26524.88","2008.50","28533.38",13
"82270","081101","3.375","55090.13","4171.50","59261.63",27
"82271","100301","0.250","2237.00","3728.75","5965.75",2
"82272","050900","0.500","4474.00","9146.00","13620.00",4
"82273","091901","0.125","2040.38","154.50","2194.88",1
"82274","010711","1.125","10066.50","20578.50","30645.00",9
"82275","100301","0.750","6711.00","11186.25","17897.25",6
"82276","100301","0.125","1118.50","1864.38","2982.88",1
"82277","050999","0.250","2237.00","4573.00","6810.00",2
"82278","040101","0.125","1118.50","1864.38","2982.88",1
"82279","031199","0.250","2237.00","4573.00","6810.00",2
"82280","050999","0.875","7829.50","16005.50","23835.00",7
"82281","010103","0.250","1111.25","3728.75","4840.00",2
"82282","059999","0.125","1118.50","2286.50","3405.00",1
"82283","040103","0.125","1118.50","1864.38","2982.88",1
"82284","010703","2.375","21251.50","43443.50","64695.00",19
"82285","010700","0.375","3355.50","6859.50","10215.00",3
"82286","010711","0.125","1118.50","2286.50","3405.00",1
"82287","030303","1.250","11185.00","22865.00","34050.00",10
"82288","100301","0.125","1118.50","1864.38","2982.88",1
"82289","020305","0.500","4474.00","7457.50","11931.50",4
"82290","030305","21.250","190145.00","388705.00","578850.00",170
"82291","080399","2.000","32646.00","2472.00","35118.00",16
"82292","090311","0.125","2040.38","154.50","2194.88",1
"82293","030303","1.375","12303.50","25151.50","37455.00",11
"82294","030303","1.250","11185.00","22865.00","34050.00",10
"82295","020300","0.250","2237.00","3728.75","5965.75",2
"82296","090900","0.500","8161.50","618.00","8779.50",4
"82297","030303","1.250","11185.00","22865.00","34050.00",10
"82298","030303","1.375","12303.50","25151.50","37455.00",11
"82299","010103","1.000","4445.00","14915.00","19360.00",8
"82300","039999","0.125","1118.50","2286.50","3405.00",1
"82301","030913","0.500","4474.00","9146.00","13620.00",4
"82302","030100","10.000","89480.00","182920.00","272400.00",80
"82303","039901","1.375","12303.50","25151.50","37455.00",11
"82304","030913","0.250","2237.00","4573.00","6810.00",2
"82305","030913","0.125","1118.50","2286.50","3405.00",1
"82306","030913","0.250","2237.00","4573.00","6810.00",2
"82307","030913","0.125","1118.50","2286.50","3405.00",1
"82308","091900","0.125","2040.38","154.50","2194.88",1
"82309","091901","0.250","4080.75","309.00","4389.75",2
"82310","091901","0.250","4080.75","309.00","4389.75",2
"82311","091903","0.250","4080.75","309.00","4389.75",2
"82312","091901","0.250","4080.75","309.00","4389.75",2
"82313","091901","0.125","2040.38","154.50","2194.88",1
"82314","091901","0.250","4080.75","309.00","4389.75",2
"82315","091901","0.250","4080.75","309.00","4389.75",2
"82316","091901","0.250","4080.75","309.00","4389.75",2
"82317","010103","5.250","23336.25","78303.75","101640.00",42
"82318","090900","0.125","2040.38","154.50","2194.88",1
"82319","090999","0.250","4080.75","309.00","4389.75",2
"82320","090999","0.250","4080.75","309.00","4389.75",2
"82321","090999","0.125","2040.38","154.50","2194.88",1
"82322","090905","0.125","2040.38","154.50","2194.88",1
"82323","090999","0.125","2040.38","154.50","2194.88",1
"82324","080307","0.125","2040.38","154.50","2194.88",1
"82325","080311","0.125","2040.38","154.50","2194.88",1
"82326","069903","0.125","2040.38","154.50","2194.88",1
"82327","091523","0.125","555.63","1864.38","2420.00",1
"82328","091505","0.125","555.63","2286.50","2842.13",1
"82329","091523","0.125","555.63","1864.38","2420.00",1
"82330","091599","0.125","555.63","1864.38","2420.00",1
"82331","090311","0.125","2040.38","154.50","2194.88",1
"82332","090303","0.125","2040.38","154.50","2194.88",1
"82333","090303","0.125","2040.38","154.50","2194.88",1
"82334","090305","0.125","2040.38","154.50","2194.88",1
"82335","091523","0.125","555.63","1864.38","2420.00",1
"82336","050900","0.125","1118.50","2286.50","3405.00",1
"82337","091505","0.125","555.63","2286.50","2842.13",1
"82338","091505","0.125","555.63","2286.50","2842.13",1
"82339","091701","0.125","2040.38","154.50","2194.88",1
"82340","061305","0.125","1118.50","1864.38","2982.88",1
"82341","099999","0.125","2040.38","154.50","2194.88",1
"82342","099999","0.125","2040.38","154.50","2194.88",1
"82343","090307","0.125","2040.38","154.50","2194.88",1
"82344","090307","0.125","2040.38","154.50","2194.88",1
"82345","091505","0.125","555.63","2286.50","2842.13",1
"82346","090311","0.125","2040.38","154.50","2194.88",1
"82347","091505","0.125","555.63","2286.50","2842.13",1
"82348","091500","0.125","555.63","1864.38","2420.00",1
"82349","100701","0.125","2040.38","154.50","2194.88",1
"82350","091521","0.125","555.63","1864.38","2420.00",1
"82351","091521","0.125","555.63","1864.38","2420.00",1
"82352","090101","0.250","4080.75","309.00","4389.75",2
"82353","090311","0.125","2040.38","154.50","2194.88",1
"82354","090303","0.125","2040.38","154.50","2194.88",1
"82355","091503","0.125","555.63","2286.50","2842.13",1
"82356","091523","0.125","555.63","1864.38","2420.00",1
"82357","090311","0.125","2040.38","154.50","2194.88",1
"82358","090303","0.250","4080.75","309.00","4389.75",2
"82359","090305","0.250","4080.75","309.00","4389.75",2
"82360","091523","0.125","555.63","1864.38","2420.00",1
"82361","091523","0.125","555.63","1864.38","2420.00",1
"82362","090313","0.125","2040.38","154.50","2194.88",1
"82363","091503","0.125","555.63","2286.50","2842.13",1
"82364","090313","0.125","2040.38","154.50","2194.88",1
"82365","090311","0.125","2040.38","154.50","2194.88",1
"82366","090303","0.125","2040.38","154.50","2194.88",1
"82367","090303","0.125","2040.38","154.50","2194.88",1
"82368","091523","0.125","555.63","1864.38","2420.00",1
"82369","091523","0.125","555.63","1864.38","2420.00",1
"82370","090313","0.125","2040.38","154.50","2194.88",1
"82371","081101","0.250","4080.75","309.00","4389.75",2
"82372","100301","0.125","1118.50","1864.38","2982.88",1
"82373","090307","0.125","2040.38","154.50","2194.88",1
"82374","100101","0.125","1118.50","1864.38","2982.88",1
"82375","091901","0.125","2040.38","154.50","2194.88",1
"82376","080101","0.125","2040.38","154.50","2194.88",1
"82377","080505","0.125","2040.38","154.50","2194.88",1
"82378","100101","0.125","1118.50","1864.38","2982.88",1
"82379","080307","0.125","2040.38","154.50","2194.88",1
"82380","080307","0.125","2040.38","154.50","2194.88",1
"82381","100700","0.125","2040.38","154.50","2194.88",1
"82382","100701","0.125","2040.38","154.50","2194.88",1
"82383","091701","0.125","2040.38","154.50","2194.88",1
"82384","090101","0.125","2040.38","154.50","2194.88",1
"82385","090399","0.125","2040.38","154.50","2194.88",1
"82386","090101","0.125","2040.38","154.50","2194.88",1
"82387","090101","0.125","2040.38","154.50","2194.88",1
"82388","090101","0.125","2040.38","154.50","2194.88",1
"82389","080505","0.125","2040.38","154.50","2194.88",1
"82390","090101","0.125","2040.38","154.50","2194.88",1
"82391","081101","0.125","2040.38","154.50","2194.88",1
"82392","080505","0.125","2040.38","154.50","2194.88",1
"82393","010913","0.250","2237.00","4573.00","6810.00",2
"82394","020303","0.625","5592.50","9321.88","14914.38",5
"82395","090305","2.875","46928.63","3553.50","50482.13",23
"82396","090305","8.000","130584.00","9888.00","140472.00",64
"82397","090101","6.125","99978.38","7570.50","107548.88",49
"82398","091505","0.750","3333.75","13719.00","17052.75",6
"82399","081101","0.125","2040.38","154.50","2194.88",1
"82400","080307","1.125","18363.38","1390.50","19753.88",9
"82401","080307","0.375","6121.13","463.50","6584.63",3
"82402","100101","2.250","20133.00","33558.75","53691.75",18
"82403","100101","3.000","26844.00","44745.00","71589.00",24
"82404","081101","0.125","2040.38","154.50","2194.88",1
"82405","090309","1.125","18363.38","1390.50","19753.88",9
"82406","091505","0.750","3333.75","13719.00","17052.75",6
"82407","100101","2.250","20133.00","33558.75","53691.75",18
"82408","091701","1.250","20403.75","1545.00","21948.75",10
"82409","010999","4.375","39147.50","80027.50","119175.00",35
"82410","091505","1.250","5556.25","22865.00","28421.25",10
"82411","080505","0.875","14282.63","1081.50","15364.13",7
"82412","100101","0.375","3355.50","5593.13","8948.63",3
"82413","080301","0.500","8161.50","618.00","8779.50",4
"82414","010103","0.250","1111.25","3728.75","4840.00",2
"82415","080301","0.125","2040.38","154.50","2194.88",1
"82416","010500","0.375","3355.50","6859.50","10215.00",3
"82417","091515","2.000","8890.00","36584.00","45474.00",16
"82418","091515","0.125","555.63","2286.50","2842.13",1
"82419","091515","0.250","1111.25","4573.00","5684.25",2
"82420","020100","0.125","1118.50","1864.38","2982.88",1
"82421","100700","4.875","79574.63","6025.50","85600.13",39
"82422","080301","0.500","8161.50","618.00","8779.50",4
"82423","020199","0.125","1118.50","1864.38","2982.88",1
"82424","010905","0.250","2237.00","4573.00","6810.00",2
"82425","010503","0.125","1118.50","2286.50","3405.00",1
"82426","080309","0.500","8161.50","618.00","8779.50",4
"82427","080307","0.625","10201.88","772.50","10974.38",5
"82428","091901","1.125","18363.38","1390.50","19753.88",9
"82429","090311","8.875","144866.63","10969.50","155836.13",71
"82430","091505","0.125","555.63","2286.50","2842.13",1
"82431","091505","1.250","5556.25","22865.00","28421.25",10
"82432","091505","0.250","1111.25","4573.00","5684.25",2
"82433","091103","8.500","138745.50","10506.00","149251.50",68
"82434","091503","0.250","1111.25","4573.00","5684.25",2
"82435","091505","0.125","555.63","2286.50","2842.13",1
"82436","091701","1.000","16323.00","1236.00","17559.00",8
"82437","091701","0.250","4080.75","309.00","4389.75",2
"82438","090305","2.625","42847.88","3244.50","46092.38",21
"82439","091901","0.250","4080.75","309.00","4389.75",2
"82440","010101","1.625","7223.13","24236.88","31460.00",13
"82441","090399","1.250","20403.75","1545.00","21948.75",10
"82442","091523","5.750","25558.75","85761.25","111320.00",46
"82443","091523","4.750","21113.75","70846.25","91960.00",38
"82444","080307","1.000","16323.00","1236.00","17559.00",8
"82445","090311","1.375","22444.13","1699.50","24143.63",11
"82446","091513","0.250","1111.25","4573.00","5684.25",2
"82447","091513","0.500","2222.50","9146.00","11368.50",4
"82448","091505","0.125","555.63","2286.50","2842.13",1
"82449","100101","0.375","3355.50","5593.13","8948.63",3
"82450","080505","1.000","16323.00","1236.00","17559.00",8
"82451","100101","0.750","6711.00","11186.25","17897.25",6
"82452","091701","0.250","4080.75","309.00","4389.75",2
"82453","091503","0.375","1666.88","6859.50","8526.38",3
"82454","091503","0.500","2222.50","9146.00","11368.50",4
"82455","100101","0.250","2237.00","3728.75","5965.75",2
"82456","010901","0.250","2237.00","4573.00","6810.00",2
"82457","061701","0.250","2237.00","3728.75","5965.75",2
"82458","010913","0.375","3355.50","6859.50","10215.00",3
"82459","091500","9.375","41671.88","139828.13","181500.00",75
"82460","080309","1.375","22444.13","1699.50","24143.63",11
"82461","100701","10.000","163230.00","12360.00","175590.00",80
"82462","091505","4.625","20558.13","84600.50","105158.63",37
"82463","080301","0.500","8161.50","618.00","8779.50",4
"82464","100101","2.375","21251.50","35423.13","56674.63",19
"82465","100101","0.875","7829.50","13050.63","20880.13",7
"82466","010500","0.125","1118.50","2286.50","3405.00",1
"82467","010503","0.125","1118.50","2286.50","3405.00",1
"82468","010101","0.250","1111.25","3728.75","4840.00",2
"82469","091505","0.125","555.63","2286.50","2842.13",1
"82470","091505","0.500","2222.50","9146.00","11368.50",4
"82471","091521","1.125","5000.63","16779.38","21780.00",9
"82472","010500","1.250","11185.00","22865.00","34050.00",10
"82473","091505","0.875","3889.38","16005.50","19894.88",7
"82474","091523","7.375","32781.88","109998.13","142780.00",59
"82475","091901","0.250","4080.75","309.00","4389.75",2
"82476","061399","0.125","1118.50","1864.38","2982.88",1
"82477","091505","0.125","555.63","2286.50","2842.13",1
"82478","019907","0.125","1118.50","2286.50","3405.00",1
"82479","061399","0.875","7829.50","13050.63","20880.13",7
"82480","109999","0.500","4474.00","7457.50","11931.50",4
"82481","100100","0.750","6711.00","11186.25","17897.25",6
"82482","109999","1.000","8948.00","14915.00","23863.00",8
"82483","100100","0.375","3355.50","5593.13","8948.63",3
"82484","089999","0.125","2040.38","154.50","2194.88",1
"82485","091505","6.125","27225.63","112038.50","139264.13",49
"82486","089999","0.750","12242.25","927.00","13169.25",6
"82487","099999","3.000","48969.00","3708.00","52677.00",24
"82488","091599","3.000","13335.00","44745.00","58080.00",24
"82489","091503","1.625","7223.13","29724.50","36947.63",13
"82490","100101","2.750","24607.00","41016.25","65623.25",22
"82491","010915","0.125","1118.50","2286.50","3405.00",1
"82492","090399","1.875","30605.63","2317.50","32923.13",15
"82493","090399","1.250","20403.75","1545.00","21948.75",10
"82494","010900","0.750","6711.00","13719.00","20430.00",6
"82495","091505","1.750","7778.75","32011.00","39789.75",14
"82496","039999","0.125","1118.50","2286.50","3405.00",1
"82497","091505","0.875","3889.38","16005.50","19894.88",7
"82498","100101","1.125","10066.50","16779.38","26845.88",9
"82499","020111","0.375","3355.50","5593.13","8948.63",3
"82500","020119","0.125","1118.50","1864.38","2982.88",1
"82501","029901","0.250","2237.00","3728.75","5965.75",2
"82502","091901","0.375","6121.13","463.50","6584.63",3
"82503","080303","0.500","8161.50","618.00","8779.50",4
"82504","010999","0.125","1118.50","2286.50","3405.00",1
"82505","100700","5.250","85695.75","6489.00","92184.75",42
"82506","010500","0.125","1118.50","2286.50","3405.00",1
"82507","091521","3.000","13335.00","44745.00","58080.00",24
"82508","091515","1.250","5556.25","22865.00","28421.25",10
"82509","091513","0.125","555.63","2286.50","2842.13",1
"82510","100700","1.000","16323.00","1236.00","17559.00",8
"82511","100705","0.250","4080.75","309.00","4389.75",2
"82512","090311","2.750","44888.25","3399.00","48287.25",22
"82513","091513","0.125","555.63","2286.50","2842.13",1
"82514","091513","0.375","1666.88","6859.50","8526.38",3
"82515","091505","0.750","3333.75","13719.00","17052.75",6
"82516","090303","6.000","97938.00","7416.00","105354.00",48
"82517","020199","0.125","1118.50","1864.38","2982.88",1
"82518","080101","3.250","53049.75","4017.00","57066.75",26
"82519","091515","0.250","1111.25","4573.00","5684.25",2
"82520","091515","0.250","1111.25","4573.00","5684.25",2
"82521","091515","0.375","1666.88","6859.50","8526.38",3
"82522","091515","0.125","555.63","2286.50","2842.13",1
"82523","010500","0.375","3355.50","6859.50","10215.00",3
"82524","010199","1.000","4445.00","14915.00","19360.00",8
"82525","010999","0.125","1118.50","2286.50","3405.00",1
"82526","091701","1.000","16323.00","1236.00","17559.00",8
"82527","091503","0.125","555.63","2286.50","2842.13",1
"82528","091521","1.500","6667.50","22372.50","29040.00",12
"82529","091901","2.750","44888.25","3399.00","48287.25",22
"82530","089999","0.500","8161.50","618.00","8779.50",4
"82531","099999","3.000","48969.00","3708.00","52677.00",24
"82532","090900","0.125","2040.38","154.50","2194.88",1
"82533","080315","0.625","10201.88","772.50","10974.38",5
"82534","019999","0.125","1118.50","2286.50","3405.00",1
"82535","089900","0.375","6121.13","463.50","6584.63",3
"82536","091503","0.375","1666.88","6859.50","8526.38",3
"82537","091599","4.875","21669.38","72710.63","94380.00",39
"82538","099999","1.125","18363.38","1390.50","19753.88",9
"82539","091503","0.750","3333.75","13719.00","17052.75",6
"82540","061399","2.000","17896.00","29830.00","47726.00",16
"82541","099903","15.125","246885.38","18694.50","265579.88",121
