"enrol_id","foe_code","eftsl","student_contribution","commonwealth_contribution","tuition_amount","enrol_unit"
"86104","020307","0.625","5592.50","9321.88","14914.38",5
"86105","010300","0.250","2237.00","4573.00","6810.00",2
"86106","100700","0.125","2040.38","154.50","2194.88",1
"86107","039999","1.125","10066.50","20578.50","30645.00",9
"86108","091599","0.125","555.63","1864.38","2420.00",1
"86109","010913","0.250","2237.00","4573.00","6810.00",2
"86110","010101","2.875","12779.38","42880.63","55660.00",23
"86111","010901","0.375","3355.50","6859.50","10215.00",3
"86112","080307","0.125","2040.38","154.50","2194.88",1
"86113","010101","12.375","55006.88","184573.13","239580.00",99
"86114","010101","12.000","53340.00","178980.00","232320.00",96
"86115","080315","1.000","16323.00","1236.00","17559.00",8
"86116","030701","3.625","32436.50","66308.50","98745.00",29
"86117","030701","0.125","1118.50","2286.50","3405.00",1
"86118","069903","0.125","2040.38","154.50","2194.88",1
"86119","100101","0.125","1118.50","1864.38","2982.88",1
"86120","010301","12.875","115205.50","235509.50","350715.00",103
"86121","010303","0.500","4474.00","9146.00","13620.00",4
"86122","010101","0.625","2778.13","9321.88","12100.00",5
"86123","030999","0.375","3355.50","6859.50","10215.00",3
"86124","030305","1.000","8948.00","18292.00","27240.00",8
"86125","010500","0.125","1118.50","2286.50","3405.00",1
"86126","091701","0.125","2040.38","154.50","2194.88",1
"86127","010913","0.625","5592.50","11432.50","17025.00",5
"86128","010913","0.250","2237.00","4573.00","6810.00",2
"86129","029901","3.000","26844.00","44745.00","71589.00",24
"86130","020199","0.875","7829.50","13050.63","20880.13",7
"86131","020119","0.250","2237.00","3728.75","5965.75",2
"86132","020300","0.125","1118.50","1864.38","2982.88",1
"86133","080307","0.125","2040.38","154.50","2194.88",1
"86134","010999","0.125","1118.50","2286.50","3405.00",1
"86135","010913","0.375","3355.50","6859.50","10215.00",3
"86136","030911","0.125","1118.50","2286.50","3405.00",1
"86137","030903","0.250","2237.00","4573.00","6810.00",2
"86138","030900","0.250","2237.00","4573.00","6810.00",2
"86139","031301","0.250","2237.00","4573.00","6810.00",2
"86140","031300","0.125","1118.50","2286.50","3405.00",1
"86141","031305","3.750","33555.00","68595.00","102150.00",30
"86142","031303","2.625","23488.50","48016.50","71505.00",21
"86143","039903","0.250","2237.00","4573.00","6810.00",2
"86144","030301","1.375","12303.50","25151.50","37455.00",11
"86145","039999","0.250","2237.00","4573.00","6810.00",2
"86146","010101","0.500","2222.50","7457.50","9680.00",4
"86147","039901","0.125","1118.50","2286.50","3405.00",1
"86148","031301","1.625","14540.50","29724.50","44265.00",13
"86149","031301","0.250","2237.00","4573.00","6810.00",2
"86150","030701","0.750","6711.00","13719.00","20430.00",6
"86151","030301","2.250","20133.00","41157.00","61290.00",18
"86152","030300","0.125","1118.50","2286.50","3405.00",1
"86153","030301","0.250","2237.00","4573.00","6810.00",2
"86154","030301","0.125","1118.50","2286.50","3405.00",1
"86155","030301","0.500","4474.00","9146.00","13620.00",4
"86156","030301","0.125","1118.50","2286.50","3405.00",1
"86157","030301","0.250","2237.00","4573.00","6810.00",2
"86158","039901","0.500","4474.00","9146.00","13620.00",4
"86159","030301","1.625","14540.50","29724.50","44265.00",13
"86160","030301","1.250","11185.00","22865.00","34050.00",10
"86161","030301","0.125","1118.50","2286.50","3405.00",1
"86162","010101","0.125","555.63","1864.38","2420.00",1
"86163","010101","0.750","3333.75","11186.25","14520.00",6
"86164","010101","0.125","555.63","1864.38","2420.00",1
"86165","039903","0.625","5592.50","11432.50","17025.00",5
"86166","039901","0.125","1118.50","2286.50","3405.00",1
"86167","030701","0.625","5592.50","11432.50","17025.00",5
"86168","031303","6.375","57043.50","116611.50","173655.00",51
"86169","030900","0.250","2237.00","4573.00","6810.00",2
"86170","031305","4.000","35792.00","73168.00","108960.00",32
"86171","031307","0.125","1118.50","2286.50","3405.00",1
"86172","031301","0.375","3355.50","6859.50","10215.00",3
"86173","020103","5.250","46977.00","78303.75","125280.75",42
"86174","020100","1.625","14540.50","24236.88","38777.38",13
"86175","010301","2.000","17896.00","36584.00","54480.00",16
"86176","010301","1.500","13422.00","27438.00","40860.00",12
"86177","010913","1.375","12303.50","25151.50","37455.00",11
"86178","091701","1.000","16323.00","1236.00","17559.00",8
"86179","091701","0.125","2040.38","154.50","2194.88",1
"86180","060101","2.000","25440.00","60790.00","86230.00",16
"86181","010101","0.500","2222.50","7457.50","9680.00",4
"86182","010301","1.625","14540.50","29724.50","44265.00",13
"86183","019907","0.125","1118.50","2286.50","3405.00",1
"86184","030301","0.250","2237.00","4573.00","6810.00",2
"86185","031305","0.125","1118.50","2286.50","3405.00",1
"86186","039901","0.750","6711.00","13719.00","20430.00",6
"86187","010911","0.125","1118.50","2286.50","3405.00",1
"86188","031301","2.750","24607.00","50303.00","74910.00",22
"86189","031303","2.125","19014.50","38870.50","57885.00",17
"86190","031301","0.500","4474.00","9146.00","13620.00",4
"86191","019903","0.375","3355.50","6859.50","10215.00",3
"86192","020100","0.875","7829.50","13050.63","20880.13",7
"86193","020305","0.500","4474.00","7457.50","11931.50",4
"86194","030701","0.125","1118.50","2286.50","3405.00",1
"86195","010101","0.750","3333.75","11186.25","14520.00",6
"86196","010101","0.250","1111.25","3728.75","4840.00",2
"86197","010103","1.375","6111.88","20508.13","26620.00",11
"86198","020100","8.375","74939.50","124913.13","199852.63",67
"86199","030301","1.250","11185.00","22865.00","34050.00",10
"86200","020113","1.250","11185.00","18643.75","29828.75",10
"86201","010500","0.125","1118.50","2286.50","3405.00",1
"86202","020103","0.875","7829.50","13050.63","20880.13",7
"86203","030911","0.750","6711.00","13719.00","20430.00",6
"86204","010101","2.000","8890.00","29830.00","38720.00",16
"86205","031301","2.750","24607.00","50303.00","74910.00",22
"86206","010915","0.125","1118.50","2286.50","3405.00",1
"86207","010999","0.125","1118.50","2286.50","3405.00",1
"86208","091505","0.125","555.63","2286.50","2842.13",1
"86209","070105","0.125","555.63","1864.38","2420.00",1
"86210","030701","8.125","72702.50","148622.50","221325.00",65
"86211","030903","0.250","2237.00","4573.00","6810.00",2
"86212","020103","3.250","29081.00","48473.75","77554.75",26
"86213","091701","0.250","4080.75","309.00","4389.75",2
"86214","081101","0.250","4080.75","309.00","4389.75",2
"86215","081101","0.125","2040.38","154.50","2194.88",1
"86216","010913","0.250","2237.00","4573.00","6810.00",2
"86217","050901","0.125","1118.50","2286.50","3405.00",1
"86218","050101","0.125","555.63","3799.38","4355.00",1
"86219","010711","0.875","7829.50","16005.50","23835.00",7
"86220","010701","0.500","4474.00","9146.00","13620.00",4
"86221","050999","0.125","1118.50","2286.50","3405.00",1
"86222","100301","0.125","1118.50","1864.38","2982.88",1
"86223","100301","0.125","1118.50","1864.38","2982.88",1
"86224","010709","0.375","3355.50","6859.50","10215.00",3
"86225","050901","0.125","1118.50","2286.50","3405.00",1
"86226","050999","0.250","2237.00","4573.00","6810.00",2
"86227","010103","1.125","5000.63","16779.38","21780.00",9
"86228","010703","0.250","2237.00","4573.00","6810.00",2
"86229","010700","0.250","2237.00","4573.00","6810.00",2
"86230","030303","0.125","1118.50","2286.50","3405.00",1
"86231","030305","7.875","70465.50","144049.50","214515.00",63
"86232","080399","0.250","4080.75","309.00","4389.75",2
"86233","030303","0.125","1118.50","2286.50","3405.00",1
"86234","010101","0.125","555.63","1864.38","2420.00",1
"86235","010900","0.375","3355.50","6859.50","10215.00",3
"86236","030100","3.375","30199.50","61735.50","91935.00",27
"86237","039901","0.250","2237.00","4573.00","6810.00",2
"86238","020303","0.500","4474.00","7457.50","11931.50",4
"86239","081101","0.375","6121.13","463.50","6584.63",3
"86240","081101","2.250","36726.75","2781.00","39507.75",18
"86241","080307","1.875","30605.63","2317.50","32923.13",15
"86242","080307","0.125","2040.38","154.50","2194.88",1
"86243","010301","1.500","13422.00","27438.00","40860.00",12
"86244","081101","1.250","20403.75","1545.00","21948.75",10
"86245","081101","0.500","8161.50","618.00","8779.50",4
"86246","090309","0.375","6121.13","463.50","6584.63",3
"86247","030303","0.750","6711.00","13719.00","20430.00",6
"86248","010103","0.125","555.63","1864.38","2420.00",1
"86249","010500","2.125","19014.50","38870.50","57885.00",17
"86250","020300","0.125","1118.50","1864.38","2982.88",1
"86251","020199","0.125","1118.50","1864.38","2982.88",1
"86252","030701","1.375","12303.50","25151.50","37455.00",11
"86253","030701","0.250","2237.00","4573.00","6810.00",2
"86254","080307","0.125","2040.38","154.50","2194.88",1
"86255","091901","1.625","26524.88","2008.50","28533.38",13
"86256","010100","0.125","555.63","1864.38","2420.00",1
"86257","039999","2.250","20133.00","41157.00","61290.00",18
"86258","039999","0.125","1118.50","2286.50","3405.00",1
"86259","019999","0.125","1118.50","2286.50","3405.00",1
"86260","039900","4.875","43621.50","89173.50","132795.00",39
"86261","030300","5.250","46977.00","96033.00","143010.00",42
"86262","010103","1.750","7778.75","26101.25","33880.00",14
"86263","030911","1.750","15659.00","32011.00","47670.00",14
"86264","030303","0.250","2237.00","4573.00","6810.00",2
"86265","080505","0.250","4080.75","309.00","4389.75",2
"86266","039999","2.250","20133.00","41157.00","61290.00",18
"86267","010101","9.500","42227.50","141692.50","183920.00",76
"86268","091500","0.500","2222.50","7457.50","9680.00",4
"86269","100701","0.125","2040.38","154.50","2194.88",1
"86270","010101","0.125","555.63","1864.38","2420.00",1
"86271","010500","2.875","25725.50","52589.50","78315.00",23
"86272","091901","0.375","6121.13","463.50","6584.63",3
"86273","089999","1.125","18363.38","1390.50","19753.88",9
"86274","039999","0.500","4474.00","9146.00","13620.00",4
"86275","089999","0.750","12242.25","927.00","13169.25",6
"86276","091503","0.125","555.63","2286.50","2842.13",1
"86277","039999","14.375","128627.50","262947.50","391575.00",115
"86278","030903","6.000","53688.00","109752.00","163440.00",48
"86279","020111","1.375","12303.50","20508.13","32811.63",11
"86280","029901","0.125","1118.50","1864.38","2982.88",1
"86281","091521","0.125","555.63","1864.38","2420.00",1
"86282","020199","0.375","3355.50","5593.13","8948.63",3
"86283","080101","10.625","173431.88","13132.50","186564.38",85
"86284","010500","3.625","32436.50","66308.50","98745.00",29
"86285","010199","0.125","555.63","1864.38","2420.00",1
"86286","039999","0.250","2237.00","4573.00","6810.00",2
"86287","030303","0.125","1118.50","2286.50","3405.00",1
"86288","091901","1.500","24484.50","1854.00","26338.50",12
"86289","081101","0.375","6121.13","463.50","6584.63",3
"86290","080315","1.250","20403.75","1545.00","21948.75",10
"86291","089900","0.750","12242.25","927.00","13169.25",6
"86292","099999","0.125","2040.38","154.50","2194.88",1
"86293","080307","0.125","2040.38","154.50","2194.88",1
"86294","080311","0.625","10201.88","772.50","10974.38",5
"86295","010103","2.250","10001.25","33558.75","43560.00",18
"86296","090901","0.750","12242.25","927.00","13169.25",6
"86297","091515","0.125","555.63","2286.50","2842.13",1
"86298","091901","10.250","167310.75","12669.00","179979.75",82
"86299","010100","0.250","1111.25","3728.75","4840.00",2
"86300","039999","1.500","13422.00","27438.00","40860.00",12
"86301","080505","0.375","6121.13","463.50","6584.63",3
"86302","080399","0.250","4080.75","309.00","4389.75",2
"86303","010101","3.375","15001.88","50338.13","65340.00",27
"86304","080101","0.375","6121.13","463.50","6584.63",3
"86305","080303","0.125","2040.38","154.50","2194.88",1
"86306","080307","9.500","155068.50","11742.00","166810.50",76
"86307","081101","2.875","46928.63","3553.50","50482.13",23
"86308","081101","5.375","87736.13","6643.50","94379.63",43
"86309","081101","1.000","16323.00","1236.00","17559.00",8
"86310","010101","14.250","63341.25","212538.75","275880.00",114
"86311","010101","13.250","58896.25","197623.75","256520.00",106
"86312","030701","4.875","43621.50","89173.50","132795.00",39
"86313","080301","0.250","4080.75","309.00","4389.75",2
"86314","010301","14.500","129746.00","265234.00","394980.00",116
"86315","080505","8.375","136705.13","10351.50","147056.63",67
"86316","081101","1.000","16323.00","1236.00","17559.00",8
"86317","039900","0.125","1118.50","2286.50","3405.00",1
"86318","080101","0.500","8161.50","618.00","8779.50",4
"86319","039999","0.125","1118.50","2286.50","3405.00",1
"86320","030999","2.875","25725.50","52589.50","78315.00",23
"86321","030305","1.125","10066.50","20578.50","30645.00",9
"86322","029901","0.875","7829.50","13050.63","20880.13",7
"86323","020199","0.625","5592.50","9321.88","14914.38",5
"86324","020119","0.125","1118.50","1864.38","2982.88",1
"86325","080307","2.250","36726.75","2781.00","39507.75",18
"86326","030911","0.250","2237.00","4573.00","6810.00",2
"86327","030903","0.500","4474.00","9146.00","13620.00",4
"86328","039999","0.250","2237.00","4573.00","6810.00",2
"86329","030900","1.500","13422.00","27438.00","40860.00",12
"86330","031305","1.250","11185.00","22865.00","34050.00",10
"86331","031303","0.750","6711.00","13719.00","20430.00",6
"86332","030301","2.250","20133.00","41157.00","61290.00",18
"86333","030301","0.125","1118.50","2286.50","3405.00",1
"86334","010711","0.125","1118.50","2286.50","3405.00",1
"86335","100101","0.125","1118.50","1864.38","2982.88",1
"86336","031301","1.000","8948.00","18292.00","27240.00",8
"86337","030701","0.375","3355.50","6859.50","10215.00",3
"86338","030301","2.750","24607.00","50303.00","74910.00",22
"86339","030301","0.125","1118.50","2286.50","3405.00",1
"86340","030301","0.625","5592.50","11432.50","17025.00",5
"86341","030301","1.250","11185.00","22865.00","34050.00",10
"86342","030301","0.250","2237.00","4573.00","6810.00",2
"86343","030301","0.125","1118.50","2286.50","3405.00",1
"86344","030301","0.125","1118.50","2286.50","3405.00",1
"86345","091901","0.375","6121.13","463.50","6584.63",3
"86346","030701","0.125","1118.50","2286.50","3405.00",1
"86347","030305","0.125","1118.50","2286.50","3405.00",1
"86348","031301","0.125","1118.50","2286.50","3405.00",1
"86349","039901","0.125","1118.50","2286.50","3405.00",1
"86350","030301","2.000","17896.00","36584.00","54480.00",16
"86351","030301","2.000","17896.00","36584.00","54480.00",16
"86352","030301","0.250","2237.00","4573.00","6810.00",2
"86353","031303","7.875","70465.50","144049.50","214515.00",63
"86354","030999","0.125","1118.50","2286.50","3405.00",1
"86355","030799","0.875","7829.50","16005.50","23835.00",7
"86356","030900","0.500","4474.00","9146.00","13620.00",4
"86357","031305","3.000","26844.00","54876.00","81720.00",24
"86358","031301","0.125","1118.50","2286.50","3405.00",1
"86359","020103","2.750","24607.00","41016.25","65623.25",22
"86360","020100","0.750","6711.00","11186.25","17897.25",6
"86361","030907","0.125","1118.50","2286.50","3405.00",1
"86362","010913","0.750","6711.00","13719.00","20430.00",6
"86363","060101","0.875","11130.00","26595.63","37725.63",7
"86364","010101","0.125","555.63","1864.38","2420.00",1
"86365","010301","4.750","42503.00","86887.00","129390.00",38
"86366","030301","0.375","3355.50","6859.50","10215.00",3
"86367","091901","0.500","8161.50","618.00","8779.50",4
"86368","010101","0.125","555.63","1864.38","2420.00",1
"86369","031305","0.500","4474.00","9146.00","13620.00",4
"86370","030301","0.125","1118.50","2286.50","3405.00",1
"86371","039901","0.500","4474.00","9146.00","13620.00",4
"86372","031301","2.375","21251.50","43443.50","64695.00",19
"86373","031303","0.875","7829.50","16005.50","23835.00",7
"86374","031301","0.125","1118.50","2286.50","3405.00",1
"86375","020103","0.125","1118.50","1864.38","2982.88",1
"86376","020100","0.125","1118.50","1864.38","2982.88",1
"86377","081105","0.125","2040.38","154.50","2194.88",1
"86378","030701","0.625","5592.50","11432.50","17025.00",5
"86379","020100","10.125","90598.50","151014.38","241612.88",81
"86380","090901","0.250","4080.75","309.00","4389.75",2
"86381","030301","2.375","21251.50","43443.50","64695.00",19
"86382","080101","0.125","2040.38","154.50","2194.88",1
"86383","030909","0.375","3355.50","6859.50","10215.00",3
"86384","090901","0.250","4080.75","309.00","4389.75",2
"86385","020103","0.375","3355.50","5593.13","8948.63",3
"86386","030911","3.500","31318.00","64022.00","95340.00",28
"86387","010101","3.000","13335.00","44745.00","58080.00",24
"86388","031301","1.125","10066.50","20578.50","30645.00",9
"86389","080505","0.125","2040.38","154.50","2194.88",1
"86390","030701","8.750","78295.00","160055.00","238350.00",70
"86391","030903","1.375","12303.50","25151.50","37455.00",11
"86392","020103","1.500","13422.00","22372.50","35794.50",12
"86393","080505","0.250","4080.75","309.00","4389.75",2
"86394","090999","0.625","10201.88","772.50","10974.38",5
"86395","081101","8.375","136705.13","10351.50","147056.63",67
"86396","040101","0.125","1118.50","1864.38","2982.88",1
"86397","010711","0.500","4474.00","9146.00","13620.00",4
"86398","010703","0.500","4474.00","9146.00","13620.00",4
"86399","010700","0.125","1118.50","2286.50","3405.00",1
"86400","010711","0.125","1118.50","2286.50","3405.00",1
"86401","030303","0.125","1118.50","2286.50","3405.00",1
"86402","030305","8.000","71584.00","146336.00","217920.00",64
"86403","030303","0.125","1118.50","2286.50","3405.00",1
"86404","030303","0.125","1118.50","2286.50","3405.00",1
"86405","030303","0.125","1118.50","2286.50","3405.00",1
"86406","030303","0.250","2237.00","4573.00","6810.00",2
"86407","010103","1.125","5000.63","16779.38","21780.00",9
"86408","030100","3.375","30199.50","61735.50","91935.00",27
"86409","039901","0.375","3355.50","6859.50","10215.00",3
"86410","091901","1.125","18363.38","1390.50","19753.88",9
"86411","080505","0.250","4080.75","309.00","4389.75",2
"86412","020303","0.250","2237.00","3728.75","5965.75",2
"86413","090305","0.125","2040.38","154.50","2194.88",1
"86414","090305","0.125","2040.38","154.50","2194.88",1
"86415","090101","0.125","2040.38","154.50","2194.88",1
"86416","091505","0.125","555.63","2286.50","2842.13",1
"86417","100101","0.375","3355.50","5593.13","8948.63",3
"86418","010999","1.250","11185.00","22865.00","34050.00",10
"86419","091505","0.125","555.63","2286.50","2842.13",1
"86420","100101","0.125","1118.50","1864.38","2982.88",1
"86421","090311","3.375","55090.13","4171.50","59261.63",27
"86422","091505","0.250","1111.25","4573.00","5684.25",2
"86423","091103","0.250","4080.75","309.00","4389.75",2
"86424","091701","0.125","2040.38","154.50","2194.88",1
"86425","010101","0.125","555.63","1864.38","2420.00",1
"86426","091523","0.250","1111.25","3728.75","4840.00",2
"86427","091523","0.125","555.63","1864.38","2420.00",1
"86428","100101","0.125","1118.50","1864.38","2982.88",1
"86429","100101","0.125","1118.50","1864.38","2982.88",1
"86430","100101","0.125","1118.50","1864.38","2982.88",1
"86431","061701","0.125","1118.50","1864.38","2982.88",1
"86432","091500","0.125","555.63","1864.38","2420.00",1
"86433","100701","0.250","4080.75","309.00","4389.75",2
"86434","091505","0.250","1111.25","4573.00","5684.25",2
"86435","100101","0.125","1118.50","1864.38","2982.88",1
"86436","010500","0.125","1118.50","2286.50","3405.00",1
"86437","091523","0.500","2222.50","7457.50","9680.00",4
"86438","061399","0.125","1118.50","1864.38","2982.88",1
"86439","061399","0.125","1118.50","1864.38","2982.88",1
"86440","109999","0.250","2237.00","3728.75","5965.75",2
"86441","100100","0.125","1118.50","1864.38","2982.88",1
"86442","100101","0.125","1118.50","1864.38","2982.88",1
"86443","090399","0.125","2040.38","154.50","2194.88",1
"86444","100700","0.125","2040.38","154.50","2194.88",1
"86445","091505","0.125","555.63","2286.50","2842.13",1
"86446","090303","0.250","4080.75","309.00","4389.75",2
"86447","080101","0.250","4080.75","309.00","4389.75",2
"86448","010199","0.250","1111.25","3728.75","4840.00",2
"86449","091599","0.375","1666.88","5593.13","7260.00",3
"86450","099999","0.125","2040.38","154.50","2194.88",1
"86451","061399","0.250","2237.00","3728.75","5965.75",2
"86452","099903","1.750","28565.25","2163.00","30728.25",14
"86453","090305","0.250","4080.75","309.00","4389.75",2
"86454","099999","0.250","4080.75","309.00","4389.75",2
"86455","100101","0.750","6711.00","11186.25","17897.25",6
"86456","100101","0.125","1118.50","1864.38","2982.88",1
"86457","010913","0.125","1118.50","2286.50","3405.00",1
"86458","091101","0.625","10201.88","772.50","10974.38",5
"86459","100101","0.125","1118.50","1864.38","2982.88",1
"86460","090101","0.375","6121.13","463.50","6584.63",3
"86461","090101","0.125","2040.38","154.50","2194.88",1
"86462","080303","0.125","2040.38","154.50","2194.88",1
"86463","080307","0.125","2040.38","154.50","2194.88",1
"86464","090305","0.250","4080.75","309.00","4389.75",2
"86465","069903","0.125","2040.38","154.50","2194.88",1
"86466","100101","0.250","2237.00","3728.75","5965.75",2
"86467","091101","0.250","4080.75","309.00","4389.75",2
"86468","091513","0.125","555.63","2286.50","2842.13",1
"86469","080505","0.375","6121.13","463.50","6584.63",3
"86470","091701","0.625","10201.88","772.50","10974.38",5
"86471","090305","0.125","2040.38","154.50","2194.88",1
"86472","091701","0.875","14282.63","1081.50","15364.13",7
"86473","100101","0.125","1118.50","1864.38","2982.88",1
"86474","100101","0.125","1118.50","1864.38","2982.88",1
"86475","100101","0.125","1118.50","1864.38","2982.88",1
"86476","100101","0.125","1118.50","1864.38","2982.88",1
"86477","100101","0.125","1118.50","1864.38","2982.88",1
"86478","100101","0.125","1118.50","1864.38","2982.88",1
"86479","080307","0.250","4080.75","309.00","4389.75",2
"86480","010999","1.750","15659.00","32011.00","47670.00",14
"86481","090303","0.125","2040.38","154.50","2194.88",1
"86482","010913","3.750","33555.00","68595.00","102150.00",30
"86483","090399","0.125","2040.38","154.50","2194.88",1
"86484","091503","0.125","555.63","2286.50","2842.13",1
"86485","090307","0.250","4080.75","309.00","4389.75",2
"86486","091523","0.250","1111.25","3728.75","4840.00",2
"86487","091103","0.125","2040.38","154.50","2194.88",1
"86488","091103","0.125","2040.38","154.50","2194.88",1
"86489","091701","0.125","2040.38","154.50","2194.88",1
"86490","090305","0.125","2040.38","154.50","2194.88",1
"86491","100101","0.125","1118.50","1864.38","2982.88",1
"86492","090303","0.250","4080.75","309.00","4389.75",2
"86493","100700","0.125","2040.38","154.50","2194.88",1
"86494","100701","0.125","2040.38","154.50","2194.88",1
"86495","090305","0.250","4080.75","309.00","4389.75",2
"86496","090305","0.125","2040.38","154.50","2194.88",1
"86497","091523","0.625","2778.13","9321.88","12100.00",5
"86498","090313","0.125","2040.38","154.50","2194.88",1
"86499","090313","0.375","6121.13","463.50","6584.63",3
"86500","100101","0.250","2237.00","3728.75","5965.75",2
"86501","090307","0.250","4080.75","309.00","4389.75",2
"86502","091515","0.125","555.63","2286.50","2842.13",1
"86503","091515","0.125","555.63","2286.50","2842.13",1
"86504","100705","0.750","12242.25","927.00","13169.25",6
"86505","090313","0.750","12242.25","927.00","13169.25",6
"86506","091523","0.125","555.63","1864.38","2420.00",1
"86507","100705","0.250","4080.75","309.00","4389.75",2
"86508","090303","0.125","2040.38","154.50","2194.88",1
"86509","090303","0.125","2040.38","154.50","2194.88",1
"86510","091103","0.125","2040.38","154.50","2194.88",1
"86511","100101","0.125","1118.50","1864.38","2982.88",1
"86512","091505","0.125","555.63","2286.50","2842.13",1
"86513","091701","0.750","12242.25","927.00","13169.25",6
"86514","091701","0.750","12242.25","927.00","13169.25",6
"86515","090311","0.125","2040.38","154.50","2194.88",1
"86516","090101","0.125","2040.38","154.50","2194.88",1
"86517","090103","0.125","2040.38","154.50","2194.88",1
"86518","019907","0.125","1118.50","2286.50","3405.00",1
"86519","091701","0.125","2040.38","154.50","2194.88",1
"86520","090305","0.125","2040.38","154.50","2194.88",1
"86521","091503","0.125","555.63","2286.50","2842.13",1
"86522","091101","0.875","14282.63","1081.50","15364.13",7
"86523","100101","0.250","2237.00","3728.75","5965.75",2
"86524","090101","0.125","2040.38","154.50","2194.88",1
"86525","091599","0.250","1111.25","3728.75","4840.00",2
"86526","091523","0.125","555.63","1864.38","2420.00",1
"86527","091515","0.125","555.63","2286.50","2842.13",1
"86528","091515","0.125","555.63","2286.50","2842.13",1
"86529","019903","0.625","5592.50","11432.50","17025.00",5
"86530","091521","0.250","1111.25","3728.75","4840.00",2
"86531","050900","0.125","1118.50","2286.50","3405.00",1
"86532","091103","2.250","36726.75","2781.00","39507.75",18
"86533","091505","0.125","555.63","2286.50","2842.13",1
"86534","010999","0.375","3355.50","6859.50","10215.00",3
"86535","099999","0.250","4080.75","309.00","4389.75",2
"86536","091103","0.250","4080.75","309.00","4389.75",2
"86537","091505","0.125","555.63","2286.50","2842.13",1
"86538","091103","0.500","8161.50","618.00","8779.50",4
"86539","080505","0.125","2040.38","154.50","2194.88",1
"86540","090305","0.125","2040.38","154.50","2194.88",1
"86541","090313","0.250","4080.75","309.00","4389.75",2
"86542","090305","0.250","4080.75","309.00","4389.75",2
"86543","090101","0.250","4080.75","309.00","4389.75",2
"86544","100301","1.000","8948.00","14915.00","23863.00",8
"86545","100301","0.875","7829.50","13050.63","20880.13",7
"86546","100301","0.125","1118.50","1864.38","2982.88",1
"86547","100301","0.500","4474.00","7457.50","11931.50",4
"86548","100301","0.125","1118.50","1864.38","2982.88",1
"86549","099999","0.250","4080.75","309.00","4389.75",2
"86550","100301","0.750","6711.00","11186.25","17897.25",6
"86551","100301","0.250","2237.00","3728.75","5965.75",2
"86552","050999","0.125","1118.50","2286.50","3405.00",1
"86553","100301","0.750","6711.00","11186.25","17897.25",6
"86554","061305","0.875","7829.50","13050.63","20880.13",7
"86555","010103","0.125","555.63","1864.38","2420.00",1
"86556","010703","0.125","1118.50","2286.50","3405.00",1
"86557","100301","0.375","3355.50","5593.13","8948.63",3
"86558","091521","0.500","2222.50","7457.50","9680.00",4
"86559","090311","2.750","44888.25","3399.00","48287.25",22
"86560","090900","0.500","8161.50","618.00","8779.50",4
"86561","100700","0.250","4080.75","309.00","4389.75",2
"86562","090307","0.125","2040.38","154.50","2194.88",1
"86563","100701","0.375","6121.13","463.50","6584.63",3
"86564","090305","0.375","6121.13","463.50","6584.63",3
"86565","091701","0.250","4080.75","309.00","4389.75",2
"86566","091901","0.625","10201.88","772.50","10974.38",5
"86567","091505","0.125","555.63","2286.50","2842.13",1
"86568","091103","0.125","2040.38","154.50","2194.88",1
"86569","091523","0.125","555.63","1864.38","2420.00",1
"86570","091500","0.125","555.63","1864.38","2420.00",1
"86571","091523","0.250","1111.25","3728.75","4840.00",2
"86572","091505","0.125","555.63","2286.50","2842.13",1
"86573","100101","0.125","1118.50","1864.38","2982.88",1
"86574","090399","0.125","2040.38","154.50","2194.88",1
"86575","100700","0.125","2040.38","154.50","2194.88",1
"86576","091505","0.125","555.63","2286.50","2842.13",1
"86577","090303","0.125","2040.38","154.50","2194.88",1
"86578","091901","1.750","28565.25","2163.00","30728.25",14
"86579","099903","0.500","8161.50","618.00","8779.50",4
"86580","090305","0.125","2040.38","154.50","2194.88",1
"86581","091901","1.375","22444.13","1699.50","24143.63",11
"86582","090101","2.125","34686.38","2626.50","37312.88",17
"86583","091701","0.125","2040.38","154.50","2194.88",1
"86584","090305","0.125","2040.38","154.50","2194.88",1
"86585","091701","0.125","2040.38","154.50","2194.88",1
"86586","090399","0.125","2040.38","154.50","2194.88",1
"86587","010999","0.125","1118.50","2286.50","3405.00",1
"86588","091701","0.750","12242.25","927.00","13169.25",6
"86589","090399","0.125","2040.38","154.50","2194.88",1
"86590","100700","0.250","4080.75","309.00","4389.75",2
"86591","090305","0.500","8161.50","618.00","8779.50",4
"86592","090305","0.125","2040.38","154.50","2194.88",1
"86593","090305","0.125","2040.38","154.50","2194.88",1
"86594","090305","0.125","2040.38","154.50","2194.88",1
"86595","091523","0.125","555.63","1864.38","2420.00",1
"86596","090313","0.125","2040.38","154.50","2194.88",1
"86597","100705","0.250","4080.75","309.00","4389.75",2
"86598","090303","0.125","2040.38","154.50","2194.88",1
"86599","090303","0.125","2040.38","154.50","2194.88",1
"86600","091701","0.125","2040.38","154.50","2194.88",1
"86601","091701","2.000","32646.00","2472.00","35118.00",16
"86602","090101","0.250","4080.75","309.00","4389.75",2
"86603","090103","0.250","4080.75","309.00","4389.75",2
"86604","091701","0.375","6121.13","463.50","6584.63",3
"86605","090101","0.875","14282.63","1081.50","15364.13",7
"86606","091523","0.125","555.63","1864.38","2420.00",1
"86607","099999","1.625","26524.88","2008.50","28533.38",13
