"row_id","course_type_broad_name","funding_group_name","unit_level","unit_primary_foe_code","unit_primary_foe_detailed_name","unit_primary_foe_narrow_name","unit_primary_foe_broad_name","eftsl_2024"
"6420","Undergraduate","Domestic - C'wealth Supported","3","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.125"
"6421","Undergraduate","Domestic - C'wealth Supported","1","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","1.125"
"6422","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","1.875"
"6423","Undergraduate","Domestic - C'wealth Supported","2","090103","Policy Studies","Political Science And Policy Studies","Society And Culture","0.125"
"6424","Undergraduate","Domestic - C'wealth Supported","1","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","1.875"
"6425","Undergraduate","Domestic - C'wealth Supported","2","090305","History","Studies In Human Society","Society And Culture","0.375"
"6426","Undergraduate","Domestic - C'wealth Supported","2","091101","Justice Administration","Justice And Law Enforcement","Society And Culture","0.125"
"6427","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"6428","Undergraduate","Domestic - C'wealth Supported","3","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"6429","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.500"
"6430","Undergraduate","Domestic - C'wealth Supported","3","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.250"
"6431","Undergraduate","Domestic - C'wealth Supported","1","091521","Linguistics","Language And Literature","Society And Culture","0.125"
"6432","Undergraduate","Domestic - C'wealth Supported","1","050900","Environmental Studies","Environmental Studies","Agriculture  Environmental And Related Studies","0.375"
"6433","Undergraduate","Domestic - C'wealth Supported","1","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","1.875"
"6434","Undergraduate","Domestic - C'wealth Supported","2","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","0.375"
"6435","Undergraduate","Domestic - C'wealth Supported","3","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.250"
"6436","Undergraduate","Domestic - C'wealth Supported","1","090515","Welfare Studies","Human Welfare Studies And Services","Society And Culture","0.125"
"6437","Undergraduate","Domestic - C'wealth Supported","2","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.625"
"6438","Undergraduate","Domestic - C'wealth Supported","1","090305","History","Studies In Human Society","Society And Culture","0.125"
"6439","Undergraduate","Domestic - C'wealth Supported","1","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"6440","Undergraduate","Domestic - C'wealth Supported","1","090305","History","Studies In Human Society","Society And Culture","0.250"
"6441","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.625"
"6442","Undergraduate","Domestic - C'wealth Supported","2","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.750"
"6443","Undergraduate","Domestic - C'wealth Supported","2","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.125"
"6444","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.125"
"6445","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.250"
"6446","Undergraduate","Domestic - C'wealth Supported","1","090501","Social Work","Human Welfare Studies And Services","Society And Culture","0.125"
"6447","Undergraduate","Domestic - C'wealth Supported","3","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"6448","Undergraduate","Domestic - C'wealth Supported","1","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.500"
"6449","Undergraduate","Domestic - C'wealth Supported","1","080101","Accounting","Accounting","Management And Commerce","0.375"
"6450","Undergraduate","Domestic - C'wealth Supported","1","091901","Economics","Economics And Econometrics","Society And Culture","0.125"
"6451","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.250"
"6452","Undergraduate","Domestic - C'wealth Supported","2","080101","Accounting","Accounting","Management And Commerce","0.125"
"6453","Undergraduate","Domestic - C'wealth Supported","2","080303","Human Resource Management","Business And Management","Management And Commerce","0.125"
"6454","Undergraduate","Domestic - C'wealth Supported","1","080307","Organisation Management","Business And Management","Management And Commerce","0.250"
"6456","Undergraduate","Domestic - C'wealth Supported","1","080505","Marketing","Sales And Marketing","Management And Commerce","0.375"
"6457","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6458","Undergraduate","Domestic - C'wealth Supported","2","080101","Accounting","Accounting","Management And Commerce","0.125"
"6459","Undergraduate","Domestic - C'wealth Supported","2","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.125"
"6460","Undergraduate","Domestic - C'wealth Supported","1","090305","History","Studies In Human Society","Society And Culture","0.625"
"6461","Undergraduate","Domestic - C'wealth Supported","1","100705","Written Communication","Communication And Media Studies","Creative Arts","0.125"
"6462","Undergraduate","Domestic - C'wealth Supported","1","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.375"
"6463","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.625"
"6464","Undergraduate","Domestic - C'wealth Supported","1","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.500"
"6465","Undergraduate","Domestic - C'wealth Supported","3","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"6466","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"6467","Undergraduate","Domestic - C'wealth Supported","2","090901","Business And Commercial Law","Law","Society And Culture","0.125"
"6468","Undergraduate","Domestic - C'wealth Supported","1","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.625"
"6469","Undergraduate","Domestic - C'wealth Supported","3","090909","International Law","Law","Society And Culture","0.125"
"6470","Undergraduate","Domestic - C'wealth Supported","3","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.125"
"6471","Undergraduate","Domestic - C'wealth Supported","2","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.375"
"6472","Undergraduate","Domestic - C'wealth Supported","1","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"6473","Undergraduate","Domestic - C'wealth Supported","2","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.250"
"6474","Undergraduate","Domestic - C'wealth Supported","1","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","0.125"
"6475","Undergraduate","Domestic - C'wealth Supported","1","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6476","Undergraduate","Domestic - C'wealth Supported","2","090305","History","Studies In Human Society","Society And Culture","0.125"
"6477","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.375"
"6478","Undergraduate","Domestic - C'wealth Supported","1","100101","Music","Performing Arts","Creative Arts","0.125"
"6479","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6480","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6481","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6482","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.250"
"6483","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6484","Undergraduate","Domestic - C'wealth Supported","2","090305","History","Studies In Human Society","Society And Culture","0.125"
"6485","Undergraduate","Domestic - C'wealth Supported","1","091523","Literature","Language And Literature","Society And Culture","0.125"
"6486","Undergraduate","Domestic - C'wealth Supported","2","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.125"
"6487","Undergraduate","Domestic - C'wealth Supported","3","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6488","Undergraduate","Domestic - C'wealth Supported","2","100701","Audio Visual Studies","Communication And Media Studies","Creative Arts","0.250"
"6489","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.250"
"6490","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","0.250"
"6491","Undergraduate","Domestic - C'wealth Supported","1","010500","Chemical Sciences","Chemical Sciences","Natural And Physical Sciences","0.125"
"6492","Undergraduate","Domestic - C'wealth Supported","1","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.375"
"6493","Undergraduate","Domestic - C'wealth Supported","0","091503","Northern European Languages","Language And Literature","Society And Culture","0.500"
"6494","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.750"
"6495","Undergraduate","Domestic - C'wealth Supported","0","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6496","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6497","Undergraduate","Domestic - C'wealth Supported","1","090701","Psychology","Behavioural Science","Society And Culture","0.125"
"6498","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","1.000"
"6499","Undergraduate","Domestic - C'wealth Supported","3","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6500","Undergraduate","Domestic - C'wealth Supported","1","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.375"
"6501","Undergraduate","Domestic - C'wealth Supported","2","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.125"
"6502","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.250"
"6503","Undergraduate","Domestic - C'wealth Supported","1","090303","Anthropology","Studies In Human Society","Society And Culture","0.250"
"6504","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6505","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6506","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","0.375"
"6507","Undergraduate","Domestic - C'wealth Supported","2","080315","Project Management","Business And Management","Management And Commerce","0.125"
"6508","Undergraduate","Domestic - C'wealth Supported","0","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.125"
"6509","Undergraduate","Domestic - C'wealth Supported","1","099903","Criminology","Other Society And Culture","Society And Culture","0.250"
"6510","Undergraduate","Domestic - C'wealth Supported","2","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.125"
"6511","Undergraduate","Domestic - C'wealth Supported","3","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6512","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.375"
"6513","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6514","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6515","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6516","Undergraduate","Domestic - C'wealth Supported","1","100101","Music","Performing Arts","Creative Arts","0.250"
"6517","Undergraduate","Domestic - C'wealth Supported","0","091599","Language And Literature Not Elsewhere Classified","Language And Literature","Society And Culture","0.250"
"6518","Undergraduate","Domestic - C'wealth Supported","3","091521","Linguistics","Language And Literature","Society And Culture","0.125"
"6519","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"6520","Undergraduate","Domestic - C'wealth Supported","3","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"6521","Undergraduate","Domestic - C'wealth Supported","2","080303","Human Resource Management","Business And Management","Management And Commerce","0.125"
"6522","Undergraduate","Domestic - C'wealth Supported","3","090305","History","Studies In Human Society","Society And Culture","0.125"
"6523","Undergraduate","Domestic - C'wealth Supported","3","091521","Linguistics","Language And Literature","Society And Culture","0.250"
"6524","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6525","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6526","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6527","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6528","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6529","Undergraduate","Domestic - C'wealth Supported","2","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.500"
"6530","Undergraduate","Domestic - C'wealth Supported","1","029901","Security Science","Other Information Technology","Information Technology","0.125"
"6531","Undergraduate","Domestic - C'wealth Supported","1","090701","Psychology","Behavioural Science","Society And Culture","0.125"
"6532","Undergraduate","Domestic - C'wealth Supported","2","090701","Psychology","Behavioural Science","Society And Culture","0.125"
"6533","Undergraduate","Domestic - C'wealth Supported","1","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.125"
"6534","Undergraduate","Domestic - C'wealth Supported","2","091523","Literature","Language And Literature","Society And Culture","0.125"
"6535","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6536","Undergraduate","Domestic - C'wealth Supported","2","090305","History","Studies In Human Society","Society And Culture","0.125"
"6537","Undergraduate","Domestic - C'wealth Supported","1","100700","Communication And Media Studies","Communication And Media Studies","Creative Arts","0.375"
"6538","Undergraduate","Domestic - C'wealth Supported","2","100700","Communication And Media Studies","Communication And Media Studies","Creative Arts","0.125"
"6539","Undergraduate","Domestic - C'wealth Supported","2","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6540","Undergraduate","Domestic - C'wealth Supported","1","100101","Music","Performing Arts","Creative Arts","0.125"
"6541","Undergraduate","Domestic - C'wealth Supported","1","100700","Communication And Media Studies","Communication And Media Studies","Creative Arts","0.125"
"6542","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6543","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6544","Undergraduate","Domestic - C'wealth Supported","3","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6545","Undergraduate","Domestic - C'wealth Supported","1","100705","Written Communication","Communication And Media Studies","Creative Arts","0.250"
"6546","Undergraduate","Domestic - C'wealth Supported","3","091521","Linguistics","Language And Literature","Society And Culture","0.125"
"6547","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6548","Undergraduate","Domestic - C'wealth Supported","2","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.250"
"6549","Undergraduate","Domestic - C'wealth Supported","3","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.250"
"6550","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6551","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.625"
"6552","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.375"
"6553","Undergraduate","Domestic - C'wealth Supported","3","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","0.125"
"6554","Undergraduate","Domestic - C'wealth Supported","1","091503","Northern European Languages","Language And Literature","Society And Culture","0.375"
"6555","Undergraduate","Domestic - C'wealth Supported","3","091503","Northern European Languages","Language And Literature","Society And Culture","0.250"
"6556","Undergraduate","Domestic - C'wealth Supported","3","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"6557","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6558","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6559","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.375"
"6560","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6561","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6562","Undergraduate","Domestic - C'wealth Supported","3","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6563","Undergraduate","Domestic - C'wealth Supported","1","091521","Linguistics","Language And Literature","Society And Culture","1.125"
"6564","Undergraduate","Domestic - C'wealth Supported","2","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6565","Undergraduate","Domestic - C'wealth Supported","1","050900","Environmental Studies","Environmental Studies","Agriculture  Environmental And Related Studies","0.250"
"6566","Undergraduate","Domestic - C'wealth Supported","1","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.125"
"6567","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6568","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6569","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6570","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6571","Undergraduate","Domestic - C'wealth Supported","1","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6572","Undergraduate","Domestic - C'wealth Supported","1","090305","History","Studies In Human Society","Society And Culture","0.250"
"6573","Undergraduate","Domestic - C'wealth Supported","3","091599","Language And Literature Not Elsewhere Classified","Language And Literature","Society And Culture","0.375"
"6574","Undergraduate","Domestic - C'wealth Supported","1","050101","Agricultural Science","Agriculture","Agriculture  Environmental And Related Studies","0.125"
"6575","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.250"
"6576","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.125"
"6577","Undergraduate","Domestic - C'wealth Supported","1","050999","Environmental Studies Not Elsewhere Classified","Environmental Studies","Agriculture  Environmental And Related Studies","0.125"
"6578","Undergraduate","Domestic - C'wealth Supported","1","091521","Linguistics","Language And Literature","Society And Culture","0.625"
"6579","Undergraduate","Domestic - C'wealth Supported","1","090309","Human Geography","Studies In Human Society","Society And Culture","0.125"
"6580","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6581","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.250"
"6582","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.250"
"6583","Undergraduate","Domestic - C'wealth Supported","2","100701","Audio Visual Studies","Communication And Media Studies","Creative Arts","0.125"
"6584","Undergraduate","Domestic - C'wealth Supported","2","080505","Marketing","Sales And Marketing","Management And Commerce","0.125"
"6585","Undergraduate","Domestic - C'wealth Supported","1","080301","Business Management","Business And Management","Management And Commerce","0.250"
"6586","Undergraduate","Domestic - C'wealth Supported","1","020199","Computer Science Not Elsewhere Classified","Computer Science","Information Technology","0.250"
"6587","Undergraduate","Domestic - C'wealth Supported","1","100101","Music","Performing Arts","Creative Arts","0.125"
"6588","Undergraduate","Domestic - C'wealth Supported","3","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.125"
"6589","Undergraduate","Domestic - C'wealth Supported","2","080309","Industrial Relations","Business And Management","Management And Commerce","0.125"
"6590","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.250"
"6591","Undergraduate","Domestic - C'wealth Supported","1","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.125"
"6592","Undergraduate","Domestic - C'wealth Supported","0","089999","Management And Commerce Not Elsewhere Classified","Other Management And Commerce","Management And Commerce","0.125"
"6593","Undergraduate","Domestic - C'wealth Supported","1","100101","Music","Performing Arts","Creative Arts","0.125"
"6594","Undergraduate","Domestic - C'wealth Supported","1","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.125"
"6595","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","0.500"
"6596","Undergraduate","Domestic - C'wealth Supported","1","091513","Southeast Asian Languages","Language And Literature","Society And Culture","0.125"
"6597","Undergraduate","Domestic - C'wealth Supported","1","080101","Accounting","Accounting","Management And Commerce","0.125"
"6598","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6599","Undergraduate","Domestic - C'wealth Supported","2","080315","Project Management","Business And Management","Management And Commerce","0.125"
"6600","Undergraduate","Domestic - C'wealth Supported","0","091503","Northern European Languages","Language And Literature","Society And Culture","0.750"
"6601","Undergraduate","Domestic - C'wealth Supported","0","091503","Northern European Languages","Language And Literature","Society And Culture","0.250"
"6602","Undergraduate","Domestic - C'wealth Supported","1","099903","Criminology","Other Society And Culture","Society And Culture","0.125"
"6603","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6604","Undergraduate","Domestic - C'wealth Supported","0","091599","Language And Literature Not Elsewhere Classified","Language And Literature","Society And Culture","0.250"
"6605","Undergraduate","Domestic - C'wealth Supported","1","080505","Marketing","Sales And Marketing","Management And Commerce","0.375"
"6606","Undergraduate","Domestic - C'wealth Supported","2","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.125"
"6607","Undergraduate","Domestic - C'wealth Supported","1","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"6608","Undergraduate","Domestic - C'wealth Supported","1","029901","Security Science","Other Information Technology","Information Technology","0.125"
"6609","Undergraduate","Domestic - C'wealth Supported","1","080309","Industrial Relations","Business And Management","Management And Commerce","0.125"
"6610","Undergraduate","Domestic - C'wealth Supported","1","080307","Organisation Management","Business And Management","Management And Commerce","0.750"
"6611","Undergraduate","Domestic - C'wealth Supported","1","080301","Business Management","Business And Management","Management And Commerce","0.375"
"6612","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6613","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6614","Undergraduate","Domestic - C'wealth Supported","1","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6615","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6616","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6617","Undergraduate","Domestic - C'wealth Supported","1","091521","Linguistics","Language And Literature","Society And Culture","0.375"
"6618","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6619","Undergraduate","Domestic - C'wealth Supported","1","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6620","Undergraduate","Domestic - C'wealth Supported","1","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"6621","Undergraduate","Domestic - C'wealth Supported","1","080505","Marketing","Sales And Marketing","Management And Commerce","0.125"
"6668","Undergraduate","Domestic - C'wealth Supported","1","010301","Physics","Physics And Astronomy","Natural And Physical Sciences","0.250"
"6622","Undergraduate","Domestic - C'wealth Supported","1","080399","Business And Management Not Elsewhere Classified","Business And Management","Management And Commerce","0.125"
"6623","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6624","Undergraduate","Domestic - C'wealth Supported","2","080505","Marketing","Sales And Marketing","Management And Commerce","0.250"
"6625","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6626","Undergraduate","Domestic - C'wealth Supported","2","090309","Human Geography","Studies In Human Society","Society And Culture","0.250"
"6627","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6628","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6629","Undergraduate","Domestic - C'wealth Supported","1","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6630","Undergraduate","Domestic - C'wealth Supported","1","010500","Chemical Sciences","Chemical Sciences","Natural And Physical Sciences","0.250"
"6631","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.375"
"6632","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6633","Undergraduate","Domestic - C'wealth Supported","3","010909","Genetics","Biological Sciences","Natural And Physical Sciences","0.125"
"6634","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"6635","Undergraduate","Domestic - C'wealth Supported","1","010301","Physics","Physics And Astronomy","Natural And Physical Sciences","0.125"
"6636","Undergraduate","Domestic - C'wealth Supported","1","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.250"
"6637","Undergraduate","Domestic - C'wealth Supported","2","010907","Marine Science","Biological Sciences","Natural And Physical Sciences","0.125"
"6638","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6639","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.500"
"6640","Undergraduate","Domestic - C'wealth Supported","0","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"6641","Undergraduate","Domestic - C'wealth Supported","1","010900","Biological Sciences","Biological Sciences","Natural And Physical Sciences","0.125"
"6642","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","0.375"
"6643","Undergraduate","Domestic - C'wealth Supported","1","100700","Communication And Media Studies","Communication And Media Studies","Creative Arts","0.125"
"6644","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"6645","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6646","Undergraduate","Domestic - C'wealth Supported","1","010500","Chemical Sciences","Chemical Sciences","Natural And Physical Sciences","0.125"
"6647","Undergraduate","Domestic - C'wealth Supported","0","019999","Natural And Physical Sciences Not Elsewhere Classified","Other Natural And Physical Sciences","Natural And Physical Sciences","0.125"
"6648","Undergraduate","Domestic - C'wealth Supported","0","091503","Northern European Languages","Language And Literature","Society And Culture","0.250"
"6649","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"6650","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"6651","Undergraduate","Domestic - C'wealth Supported","0","091599","Language And Literature Not Elsewhere Classified","Language And Literature","Society And Culture","0.125"
"6652","Undergraduate","Domestic - C'wealth Supported","1","010913","Human Biology","Biological Sciences","Natural And Physical Sciences","0.125"
