"row_id","course_type_broad_name","funding_group_name","unit_level","unit_primary_foe_code","unit_primary_foe_detailed_name","unit_primary_foe_narrow_name","unit_primary_foe_broad_name","eftsl_2024"
"1385","Undergraduate","Domestic - C'wealth Supported","5","030301","Chemical Engineering","Process And Resources Engineering","Engineering And Related Technologies","0.500"
"1386","Undergraduate","Domestic - C'wealth Supported","3","039903","Biomedical Engineering","Other Engineering And Related Technologies","Engineering And Related Technologies","1.750"
"1387","Undergraduate","Domestic - C'wealth Supported","2","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"1388","Undergraduate","Domestic - C'wealth Supported","2","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"1389","Undergraduate","Domestic - C'wealth Supported","3","039901","Environmental Engineering","Other Engineering And Related Technologies","Engineering And Related Technologies","1.250"
"1390","Undergraduate","Domestic - C'wealth Supported","3","039901","Environmental Engineering","Other Engineering And Related Technologies","Engineering And Related Technologies","1.000"
"1391","Undergraduate","Domestic - C'wealth Supported","5","039901","Environmental Engineering","Other Engineering And Related Technologies","Engineering And Related Technologies","0.875"
"1392","Undergraduate","Domestic - C'wealth Supported","2","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"1393","Undergraduate","Domestic - C'wealth Supported","3","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","1.500"
"1394","Undergraduate","Domestic - C'wealth Supported","2","031303","Electronic Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","21.000"
"1395","Undergraduate","Domestic - C'wealth Supported","3","030903","Structural Engineering","Civil Engineering","Engineering And Related Technologies","0.250"
"1396","Undergraduate","Domestic - C'wealth Supported","3","030999","Civil Engineering Not Elsewhere Classified","Civil Engineering","Engineering And Related Technologies","0.125"
"1397","Undergraduate","Domestic - C'wealth Supported","5","030799","Mechanical And Industrial Engineering And Technology Not Els","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","4.875"
"1398","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.250"
"1399","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"1400","Undergraduate","Domestic - C'wealth Supported","3","030900","Civil Engineering","Civil Engineering","Engineering And Related Technologies","2.500"
"1401","Undergraduate","Domestic - C'wealth Supported","1","031305","Computer Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","12.750"
"1402","Undergraduate","Domestic - C'wealth Supported","4","031307","Communications Technologies","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","1.875"
"1403","Undergraduate","Domestic - C'wealth Supported","4","031301","Electrical Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","2.250"
"1404","Undergraduate","Domestic - C'wealth Supported","2","090303","Anthropology","Studies In Human Society","Society And Culture","0.125"
"1405","Undergraduate","Domestic - C'wealth Supported","1","020103","Programming","Computer Science","Information Technology","10.625"
"1406","Undergraduate","Domestic - C'wealth Supported","2","020100","Computer Science","Computer Science","Information Technology","3.375"
"1407","Undergraduate","Domestic - C'wealth Supported","4","020113","Networks And Communications","Computer Science","Information Technology","0.625"
"1408","Undergraduate","Domestic - C'wealth Supported","5","030907","Water And Sanitary Engineering","Civil Engineering","Engineering And Related Technologies","0.500"
"1409","Undergraduate","Domestic - C'wealth Supported","2","010301","Physics","Physics And Astronomy","Natural And Physical Sciences","0.125"
"1410","Undergraduate","Domestic - C'wealth Supported","2","010913","Human Biology","Biological Sciences","Natural And Physical Sciences","1.625"
"1411","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"1412","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"1413","Undergraduate","Domestic - C'wealth Supported","1","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.500"
"1414","Undergraduate","Domestic - C'wealth Supported","1","060101","General Medicine","Medical Studies","Health","2.875"
"1415","Undergraduate","Domestic - C'wealth Supported","2","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.750"
"1416","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1417","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1418","Undergraduate","Domestic - C'wealth Supported","1","010301","Physics","Physics And Astronomy","Natural And Physical Sciences","11.250"
"1419","Undergraduate","Domestic - C'wealth Supported","1","019907","Pharmacology","Other Natural And Physical Sciences","Natural And Physical Sciences","0.250"
"1420","Undergraduate","Domestic - C'wealth Supported","2","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.125"
"1421","Undergraduate","Domestic - C'wealth Supported","3","030301","Chemical Engineering","Process And Resources Engineering","Engineering And Related Technologies","1.125"
"1422","Undergraduate","Domestic - C'wealth Supported","4","031305","Computer Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","1.000"
"1423","Undergraduate","Domestic - C'wealth Supported","3","030900","Civil Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"1424","Undergraduate","Domestic - C'wealth Supported","2","039901","Environmental Engineering","Other Engineering And Related Technologies","Engineering And Related Technologies","0.625"
"1425","Undergraduate","Domestic - C'wealth Supported","1","091503","Northern European Languages","Language And Literature","Society And Culture","0.500"
"1426","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"1427","Undergraduate","Domestic - C'wealth Supported","2","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.125"
"1428","Undergraduate","Domestic - C'wealth Supported","5","030900","Civil Engineering","Civil Engineering","Engineering And Related Technologies","0.375"
"1429","Undergraduate","Domestic - C'wealth Supported","2","031301","Electrical Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","6.625"
"1430","Undergraduate","Domestic - C'wealth Supported","3","031303","Electronic Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","3.500"
"1431","Undergraduate","Domestic - C'wealth Supported","4","031301","Electrical Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","1.625"
"1432","Undergraduate","Domestic - C'wealth Supported","2","019903","Forensic Science","Other Natural And Physical Sciences","Natural And Physical Sciences","0.625"
"1433","Undergraduate","Domestic - C'wealth Supported","1","020103","Programming","Computer Science","Information Technology","0.250"
"1434","Undergraduate","Domestic - C'wealth Supported","3","020100","Computer Science","Computer Science","Information Technology","0.250"
"1435","Undergraduate","Domestic - C'wealth Supported","3","020305","Systems Analysis And Design","Information Systems","Information Technology","1.750"
"1436","Undergraduate","Domestic - C'wealth Supported","4","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","3.500"
"1437","Undergraduate","Domestic - C'wealth Supported","3","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","0.125"
"1438","Undergraduate","Domestic - C'wealth Supported","2","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","0.250"
"1439","Undergraduate","Domestic - C'wealth Supported","1","091515","Eastern Asian Languages","Language And Literature","Society And Culture","0.375"
"1440","Undergraduate","Domestic - C'wealth Supported","2","020100","Computer Science","Computer Science","Information Technology","33.125"
"1441","Undergraduate","Domestic - C'wealth Supported","1","050900","Environmental Studies","Environmental Studies","Agriculture  Environmental And Related Studies","0.750"
"1442","Undergraduate","Domestic - C'wealth Supported","2","090901","Business And Commercial Law","Law","Society And Culture","0.125"
"1443","Undergraduate","Domestic - C'wealth Supported","2","030301","Chemical Engineering","Process And Resources Engineering","Engineering And Related Technologies","4.125"
"1444","Undergraduate","Domestic - C'wealth Supported","3","020113","Networks And Communications","Computer Science","Information Technology","1.375"
"1445","Undergraduate","Domestic - C'wealth Supported","2","080101","Accounting","Accounting","Management And Commerce","0.125"
"1446","Undergraduate","Domestic - C'wealth Supported","4","030909","Transport Engineering","Civil Engineering","Engineering And Related Technologies","2.000"
"1447","Undergraduate","Domestic - C'wealth Supported","3","030903","Structural Engineering","Civil Engineering","Engineering And Related Technologies","0.875"
"1448","Undergraduate","Domestic - C'wealth Supported","2","020103","Programming","Computer Science","Information Technology","2.875"
"1449","Undergraduate","Domestic - C'wealth Supported","5","030301","Chemical Engineering","Process And Resources Engineering","Engineering And Related Technologies","0.125"
"1450","Undergraduate","Domestic - C'wealth Supported","1","030911","Geotechnical Engineering","Civil Engineering","Engineering And Related Technologies","7.375"
"1451","Undergraduate","Domestic - C'wealth Supported","3","010101","Mathematics","Mathematical Sciences","Natural And Physical Sciences","7.625"
"1452","Undergraduate","Domestic - C'wealth Supported","3","031301","Electrical Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","5.000"
"1453","Undergraduate","Domestic - C'wealth Supported","1","010999","Biological Sciences Not Elsewhere Classified","Biological Sciences","Natural And Physical Sciences","0.125"
"1454","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.500"
"1455","Undergraduate","Domestic - C'wealth Supported","2","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","0.250"
"1456","Undergraduate","Domestic - C'wealth Supported","3","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.500"
"1457","Undergraduate","Domestic - C'wealth Supported","2","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","26.500"
"1458","Undergraduate","Domestic - C'wealth Supported","2","030903","Structural Engineering","Civil Engineering","Engineering And Related Technologies","3.500"
"1459","Undergraduate","Domestic - C'wealth Supported","5","020113","Networks And Communications","Computer Science","Information Technology","0.750"
"1460","Undergraduate","Domestic - C'wealth Supported","2","020103","Programming","Computer Science","Information Technology","6.125"
"1461","Undergraduate","Domestic - C'wealth Supported","1","080505","Marketing","Sales And Marketing","Management And Commerce","0.625"
"1462","Undergraduate","Domestic - C'wealth Supported","1","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.250"
"1463","Undergraduate","Domestic - C'wealth Supported","1","091503","Northern European Languages","Language And Literature","Society And Culture","0.500"
"1464","Undergraduate","Domestic - C'wealth Supported","1","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.625"
"1465","Undergraduate","Domestic - C'wealth Supported","2","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.125"
"1466","Undergraduate","Domestic - C'wealth Supported","1","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","1.625"
"1467","Undergraduate","Domestic - C'wealth Supported","1","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","3.375"
"1468","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.250"
"1469","Undergraduate","Domestic - C'wealth Supported","4","050900","Environmental Studies","Environmental Studies","Agriculture  Environmental And Related Studies","0.500"
"1470","Undergraduate","Domestic - C'wealth Supported","1","091901","Economics","Economics And Econometrics","Society And Culture","0.125"
"1471","Undergraduate","Domestic - C'wealth Supported","2","010711","Hydrology","Earth Sciences","Natural And Physical Sciences","1.125"
"1472","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.750"
"1473","Undergraduate","Domestic - C'wealth Supported","1","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.125"
"1474","Undergraduate","Domestic - C'wealth Supported","1","050999","Environmental Studies Not Elsewhere Classified","Environmental Studies","Agriculture  Environmental And Related Studies","0.250"
"1475","Undergraduate","Domestic - C'wealth Supported","1","040101","Architecture","Architecture And Urban Environment","Architecture And Building","0.125"
"1476","Undergraduate","Domestic - C'wealth Supported","3","031199","Geomatic Engineering Not Elsewhere Classified","Geomatic Engineering","Engineering And Related Technologies","0.250"
"1477","Undergraduate","Domestic - C'wealth Supported","3","050999","Environmental Studies Not Elsewhere Classified","Environmental Studies","Agriculture  Environmental And Related Studies","0.875"
"1478","Undergraduate","Domestic - C'wealth Supported","1","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","0.250"
"1479","Undergraduate","Domestic - C'wealth Supported","1","059999","Agriculture  Environmental And Related Studies Not Elsewhere","Other Agriculture, Environmental And Related Studies","Agriculture  Environmental And Related Studies","0.125"
"1480","Undergraduate","Domestic - C'wealth Supported","1","040103","Urban Design And Regional Planning","Architecture And Urban Environment","Architecture And Building","0.125"
"1481","Undergraduate","Domestic - C'wealth Supported","1","010703","Geology","Earth Sciences","Natural And Physical Sciences","2.375"
"1482","Undergraduate","Domestic - C'wealth Supported","1","010700","Earth Sciences","Earth Sciences","Natural And Physical Sciences","0.375"
"1483","Undergraduate","Domestic - C'wealth Supported","5","010711","Hydrology","Earth Sciences","Natural And Physical Sciences","0.125"
"1484","Undergraduate","Domestic - C'wealth Supported","3","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","1.250"
"1485","Undergraduate","Domestic - C'wealth Supported","2","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.125"
"1486","Undergraduate","Domestic - C'wealth Supported","5","020305","Systems Analysis And Design","Information Systems","Information Technology","0.500"
"1487","Undergraduate","Domestic - C'wealth Supported","1","030305","Materials Engineering","Process And Resources Engineering","Engineering And Related Technologies","21.250"
"1488","Undergraduate","Domestic - C'wealth Supported","1","080399","Business And Management Not Elsewhere Classified","Business And Management","Management And Commerce","2.000"
"1489","Undergraduate","Domestic - C'wealth Supported","1","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.125"
"1490","Undergraduate","Domestic - C'wealth Supported","3","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","1.375"
"1491","Undergraduate","Domestic - C'wealth Supported","3","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","1.250"
"1492","Undergraduate","Domestic - C'wealth Supported","4","020300","Information Systems","Information Systems","Information Technology","0.250"
"1493","Undergraduate","Domestic - C'wealth Supported","1","090900","Law","Law","Society And Culture","0.500"
"1494","Undergraduate","Domestic - C'wealth Supported","4","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","1.250"
"1495","Undergraduate","Domestic - C'wealth Supported","3","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","1.375"
"1496","Undergraduate","Domestic - C'wealth Supported","1","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","1.000"
"1497","Undergraduate","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","0.125"
"1498","Undergraduate","Domestic - C'wealth Supported","5","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","0.500"
"1499","Undergraduate","Domestic - C'wealth Supported","2","030100","Manufacturing Engineering And Technology","Manufacturing Engineering And Technology","Engineering And Related Technologies","10.000"
"1500","Undergraduate","Domestic - C'wealth Supported","2","039901","Environmental Engineering","Other Engineering And Related Technologies","Engineering And Related Technologies","1.375"
"1501","Undergraduate","Domestic - C'wealth Supported","1","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","0.250"
"1502","Undergraduate","Domestic - C'wealth Supported","2","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"1503","Undergraduate","Domestic - C'wealth Supported","3","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","0.250"
"1504","Undergraduate","Domestic - C'wealth Supported","2","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"1505","Undergraduate","Domestic - C'wealth Supported","4","091900","Economics And Econometrics","Economics And Econometrics","Society And Culture","0.125"
"1506","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"1507","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"1508","Undergraduate","Domestic - C'wealth Supported","4","091903","Econometrics","Economics And Econometrics","Society And Culture","0.250"
"1509","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"1510","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.125"
"1511","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"1512","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"1513","Undergraduate","Domestic - C'wealth Supported","4","091901","Economics","Economics And Econometrics","Society And Culture","0.250"
"1514","Undergraduate","Domestic - C'wealth Supported","4","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","5.250"
"1515","Undergraduate","Domestic - C'wealth Supported","4","090701","Psychology","Behavioural Science","Society And Culture","5.125"
"1516","Undergraduate","Domestic - C'wealth Supported","4","090701","Psychology","Behavioural Science","Society And Culture","0.375"
"1517","Undergraduate","Domestic - C'wealth Supported","4","090701","Psychology","Behavioural Science","Society And Culture","10.250"
"1518","Undergraduate","Domestic - C'wealth Supported","4","090701","Psychology","Behavioural Science","Society And Culture","4.750"
"1519","Undergraduate","Domestic - C'wealth Supported","4","090701","Psychology","Behavioural Science","Society And Culture","6.250"
"1520","Undergraduate","Domestic - C'wealth Supported","4","090701","Psychology","Behavioural Science","Society And Culture","10.500"
"1521","Undergraduate","Domestic - C'wealth Supported","4","090900","Law","Law","Society And Culture","0.125"
"1522","Undergraduate","Domestic - C'wealth Supported","4","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"1523","Undergraduate","Domestic - C'wealth Supported","4","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"1524","Undergraduate","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"1525","Undergraduate","Domestic - C'wealth Supported","5","090905","Criminal Law","Law","Society And Culture","0.125"
"1526","Undergraduate","Domestic - C'wealth Supported","4","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"1527","Undergraduate","Domestic - C'wealth Supported","2","080307","Organisation Management","Business And Management","Management And Commerce","0.125"
"1528","Undergraduate","Domestic - C'wealth Supported","2","080311","International Business","Business And Management","Management And Commerce","0.125"
"1529","Undergraduate","Domestic - C'wealth Supported","1","069903","Human Movement","Other Health","Health","0.125"
"1530","Undergraduate","Domestic - C'wealth Supported","2","091523","Literature","Language And Literature","Society And Culture","0.125"
"1531","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1532","Undergraduate","Domestic - C'wealth Supported","3","091523","Literature","Language And Literature","Society And Culture","0.125"
"1533","Undergraduate","Domestic - C'wealth Supported","3","091599","Language And Literature Not Elsewhere Classified","Language And Literature","Society And Culture","0.125"
"1534","Undergraduate","Domestic - C'wealth Supported","3","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.125"
"1535","Undergraduate","Domestic - C'wealth Supported","2","090303","Anthropology","Studies In Human Society","Society And Culture","0.125"
"1536","Undergraduate","Domestic - C'wealth Supported","2","090303","Anthropology","Studies In Human Society","Society And Culture","0.125"
"1537","Undergraduate","Domestic - C'wealth Supported","2","090305","History","Studies In Human Society","Society And Culture","0.125"
"1538","Undergraduate","Domestic - C'wealth Supported","3","091523","Literature","Language And Literature","Society And Culture","0.125"
"1539","Undergraduate","Domestic - C'wealth Supported","1","050900","Environmental Studies","Environmental Studies","Agriculture  Environmental And Related Studies","0.125"
"1540","Undergraduate","Domestic - C'wealth Supported","1","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1541","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1542","Undergraduate","Domestic - C'wealth Supported","2","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.125"
"1543","Undergraduate","Domestic - C'wealth Supported","3","061305","Indigenous Health","Public Health","Health","0.125"
"1544","Undergraduate","Domestic - C'wealth Supported","2","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.125"
"1545","Undergraduate","Domestic - C'wealth Supported","1","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.125"
"1546","Undergraduate","Domestic - C'wealth Supported","3","090307","Archaeology","Studies In Human Society","Society And Culture","0.125"
"1547","Undergraduate","Domestic - C'wealth Supported","3","090307","Archaeology","Studies In Human Society","Society And Culture","0.125"
"1548","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1549","Undergraduate","Domestic - C'wealth Supported","1","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.125"
"1550","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.125"
"1551","Undergraduate","Domestic - C'wealth Supported","1","091500","Language And Literature","Language And Literature","Society And Culture","0.125"
"1552","Undergraduate","Domestic - C'wealth Supported","2","100701","Audio Visual Studies","Communication And Media Studies","Creative Arts","0.125"
"1553","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","0.125"
"1554","Undergraduate","Domestic - C'wealth Supported","2","091521","Linguistics","Language And Literature","Society And Culture","0.125"
"1555","Undergraduate","Domestic - C'wealth Supported","3","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.250"
"1556","Undergraduate","Domestic - C'wealth Supported","2","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.125"
"1557","Undergraduate","Domestic - C'wealth Supported","3","090701","Psychology","Behavioural Science","Society And Culture","0.125"
"1558","Undergraduate","Domestic - C'wealth Supported","3","090303","Anthropology","Studies In Human Society","Society And Culture","0.125"
"1559","Undergraduate","Domestic - C'wealth Supported","2","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"1560","Undergraduate","Domestic - C'wealth Supported","2","091523","Literature","Language And Literature","Society And Culture","0.125"
"1561","Undergraduate","Domestic - C'wealth Supported","2","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.125"
"1562","Undergraduate","Domestic - C'wealth Supported","3","090303","Anthropology","Studies In Human Society","Society And Culture","0.250"
"1563","Undergraduate","Domestic - C'wealth Supported","3","090305","History","Studies In Human Society","Society And Culture","0.250"
"1564","Undergraduate","Domestic - C'wealth Supported","1","091523","Literature","Language And Literature","Society And Culture","0.125"
"1565","Undergraduate","Domestic - C'wealth Supported","3","091523","Literature","Language And Literature","Society And Culture","0.125"
"1566","Undergraduate","Domestic - C'wealth Supported","2","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"1567","Undergraduate","Domestic - C'wealth Supported","2","091503","Northern European Languages","Language And Literature","Society And Culture","0.125"
"1568","Undergraduate","Domestic - C'wealth Supported","1","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"1569","Undergraduate","Domestic - C'wealth Supported","3","090311","Indigenous Studies","Studies In Human Society","Society And Culture","0.125"
"1570","Undergraduate","Domestic - C'wealth Supported","2","090303","Anthropology","Studies In Human Society","Society And Culture","0.125"
"1571","Undergraduate","Domestic - C'wealth Supported","2","090303","Anthropology","Studies In Human Society","Society And Culture","0.125"
"1572","Undergraduate","Domestic - C'wealth Supported","3","091523","Literature","Language And Literature","Society And Culture","0.125"
"1573","Undergraduate","Domestic - C'wealth Supported","3","091523","Literature","Language And Literature","Society And Culture","0.125"
"1574","Undergraduate","Domestic - C'wealth Supported","3","090313","Gender Specific Studies","Studies In Human Society","Society And Culture","0.125"
"1575","Undergraduate","Domestic - C'wealth Supported","1","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","0.250"
"1576","Undergraduate","Domestic - C'wealth Supported","2","100301","Fine Arts","Visual Arts And Crafts","Creative Arts","0.125"
"1577","Undergraduate","Domestic - C'wealth Supported","3","090307","Archaeology","Studies In Human Society","Society And Culture","0.125"
"1578","Undergraduate","Domestic - C'wealth Supported","3","100101","Music","Performing Arts","Creative Arts","0.125"
"1579","Undergraduate","Domestic - C'wealth Supported","2","091901","Economics","Economics And Econometrics","Society And Culture","0.125"
"1580","Undergraduate","Domestic - C'wealth Supported","1","080101","Accounting","Accounting","Management And Commerce","0.125"
"1581","Undergraduate","Domestic - C'wealth Supported","2","080505","Marketing","Sales And Marketing","Management And Commerce","0.125"
"1582","Undergraduate","Domestic - C'wealth Supported","3","100101","Music","Performing Arts","Creative Arts","0.125"
"1583","Undergraduate","Domestic - C'wealth Supported","1","080307","Organisation Management","Business And Management","Management And Commerce","0.125"
"1584","Undergraduate","Domestic - C'wealth Supported","1","080307","Organisation Management","Business And Management","Management And Commerce","0.125"
"1585","Undergraduate","Domestic - C'wealth Supported","2","100700","Communication And Media Studies","Communication And Media Studies","Creative Arts","0.125"
"1586","Undergraduate","Domestic - C'wealth Supported","3","100701","Audio Visual Studies","Communication And Media Studies","Creative Arts","0.125"
"1587","Undergraduate","Domestic - C'wealth Supported","3","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","0.125"
"1588","Undergraduate","Domestic - C'wealth Supported","3","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"1589","Undergraduate","Domestic - C'wealth Supported","2","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.125"
"1590","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"1591","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"1592","Undergraduate","Domestic - C'wealth Supported","3","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"1593","Undergraduate","Domestic - C'wealth Supported","3","080505","Marketing","Sales And Marketing","Management And Commerce","0.125"
"1594","Undergraduate","Domestic - C'wealth Supported","2","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.125"
"1595","Undergraduate","Domestic - C'wealth Supported","1","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","0.125"
"1596","Undergraduate","Domestic - C'wealth Supported","2","080505","Marketing","Sales And Marketing","Management And Commerce","0.125"
"1597","Undergraduate","Domestic - C'wealth Supported","2","010913","Human Biology","Biological Sciences","Natural And Physical Sciences","0.250"
"1598","Undergraduate","Domestic - C'wealth Supported","1","020303","Database Management","Information Systems","Information Technology","0.625"
"1599","Undergraduate","Domestic - C'wealth Supported","2","090305","History","Studies In Human Society","Society And Culture","2.875"
"1600","Undergraduate","Domestic - C'wealth Supported","1","090305","History","Studies In Human Society","Society And Culture","8.000"
"1601","Undergraduate","Domestic - C'wealth Supported","1","090101","Political Science","Political Science And Policy Studies","Society And Culture","6.125"
"1602","Undergraduate","Domestic - C'wealth Supported","2","091505","Southern European Languages","Language And Literature","Society And Culture","0.750"
"1603","Undergraduate","Domestic - C'wealth Supported","2","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","0.125"
"1604","Undergraduate","Domestic - C'wealth Supported","2","080307","Organisation Management","Business And Management","Management And Commerce","1.125"
"1605","Undergraduate","Domestic - C'wealth Supported","2","080307","Organisation Management","Business And Management","Management And Commerce","0.375"
"1606","Undergraduate","Domestic - C'wealth Supported","1","100101","Music","Performing Arts","Creative Arts","2.250"
"1607","Undergraduate","Domestic - C'wealth Supported","3","100101","Music","Performing Arts","Creative Arts","3.000"
"1608","Undergraduate","Domestic - C'wealth Supported","3","081101","Banking And Finance","Banking, Finance And Related Fields","Management And Commerce","0.125"
"1609","Undergraduate","Domestic - C'wealth Supported","2","090309","Human Geography","Studies In Human Society","Society And Culture","1.125"
"1610","Undergraduate","Domestic - C'wealth Supported","3","091505","Southern European Languages","Language And Literature","Society And Culture","0.750"
"1611","Undergraduate","Domestic - C'wealth Supported","3","100101","Music","Performing Arts","Creative Arts","2.250"
"1612","Undergraduate","Domestic - C'wealth Supported","3","091701","Philosophy","Philosophy And Religious Studies","Society And Culture","1.250"
